Title,Authors,Publication date,Journal,Volume,Issue,Publisher,Description,Total citations,Scholar articles,Citation Count,Pages,Book,Conference,Source,Institution
GUI-Based Secure Architecture Design for Distributed Community Micro-grid,"Praveen Tiwari, Maj Sunil Kumar Panwar, Bikram Paul, Pinakeswar Mahanta, Gaurav Trivedi",2020,,,,Springer Singapore,"Power generation from solar photovoltaic (PV) plants depends on multiple factors such as solar radiance and ambient temperature. Effective monitoring and control of the energy generated with the solar PV plants may augment the complete performance of the system. The local controllers regulate switching between solar PV, local battery, community battery, and grid according to the availability of power in each system. The sensor data and user information are stored in the cloud that can be accessed with the Internet of Things (IoT) device for further computation. A Web-based graphical user interface (GUI) has been developed for appropriate monitoring and control of energy flow and also to enable the power pooling. The app gets information from the cloud on which various sensor’s data regarding energy pooling are stored by the local/community controllers, and it displays the information that is stored in the …",0,"GUI-Based Secure Architecture Design for Distributed Community Micro-grid
P Tiwari, MSK Panwar, B Paul, P Mahanta, G Trivedi - … Systems and Intelligent Computing: Proceedings of …, 2020
Related articles",{},685-696,,Electronic Systems and Intelligent Computing: Proceedings of ESIC 2020,,
Resolution selective 2–6-bit flash adc in 45 nm technology,"Sarfraz Hussain, Rajesh Kumar, Gaurav Trivedi",2020,,,,Springer Singapore,"This paper presents a 2–6-bit resolution selective flash ADC (RSA). A re-configurable or resolution selective flash ADC is designed for use with different applications. In this design, resolution for a particular application can be chosen without the need of replacing the ADC with another low or high resolution ADC. Speed, resolution, and power are inter-dependent; therefore, to maintain a good balance re-configurable ADCs are very much efficient. A resolution selective design gives user a choice for selecting the resolution according to the application and thus save the manufacturing cost. For full resolution of 6-bit the ADC consumes 1.57 mW and for the lowest resolution of 2-bit it consumes 268.9 µW for 1 V supply voltage.",2,"Resolution selective 2–6-bit flash adc in 45 nm technology
S Hussain, R Kumar, G Trivedi - … Systems and Intelligent Computing: Proceedings of …, 2020
Cited by 2 Related articles All 2 versions",{'2022': 2},475-483,,Electronic Systems and Intelligent Computing: Proceedings of ESIC 2020,,
Design and numerical analysis of a highly sensitive ultrasonic acoustic sensor based on-phase-shifted fiber Bragg grating and fiber Mach–Zehnder interferometer interrogation,"Krishna Mohan Dwivedi, Gaurav Trivedi, Sunil K Khijwania, Tomasz Osuch",2020,Metrology and Measurement Systems,27.0,2.0,Polska Akademia Nauk,"A π-phase-shifted fiber Bragg grating (π-FBG) shows high sensitivity to the ultrasonic (US) wave as compared to the conventional FBG due to the strong slow-light phenomenon at the resonance peak. However, its sensitivity is limited by the interrogation schemes. A combination of π-FBG and unbalanced fiber Mach–Zehnder interferometer (F-MZI) are theoretically analyzed and optimized for the highly sensitive acoustic sensor. The coupled-mode theory (CMT) and transfer matrix method (TMM) are used to establish the numerical modelling of π-FBG. For the optimized grating parameters of π-FBG, the proposed sensing system shows the high strain sensitivity of 1.2× 108/ε, the highest dynamic strain resolution of 4.1 fε/",1,"Design and numerical analysis of a highly sensitive ultrasonic acoustic sensor based on-phase-shifted fiber Bragg grating and fiber Mach–Zehnder interferometer interrogation
KM Dwivedi, G Trivedi, SK Khijwania, T Osuch - Metrology and Measurement Systems, 2020
Cited by 1 Related articles All 9 versions",{'2023': 1},,,,,
"PGRDP: reliability, delay, and power-aware area minimization of large-scale VLSI power grid network using cooperative coevolution","Sukanta Dey, Sukumar Nandi, Gaurav Trivedi",2020,Intelligent Computing Paradigm: Recent Trends,,,Springer Singapore,"Power grid network (PGN) of a VLSI system-on-chip (SoC) occupies a significant amount of routing area in a chip. As the number of functional blocks is increasing in an SoC chronologically, the need of the hour is to have more power lines in order to provide adequate power connections to the extra-added functional blocks. Therefore, to accommodate more functional blocks in the minimum area possible, the PGN should also have minimum area. Minimization of the area can be achieved by relaxing few power grid constraints. In view of this, due to the resistance of the PGN, it suffers from considerable reliability issues such as voltage drop noise and electromigration. Further, it also suffers from the interconnect delay and power dissipation due to its parasitic resistances and capacitances. These PGN constraints should be relaxed up to a certain limit, and the area minimization should be done accordingly …",6,"PGRDP: reliability, delay, and power-aware area minimization of large-scale VLSI power grid network using cooperative coevolution
S Dey, S Nandi, G Trivedi - Intelligent Computing Paradigm: Recent Trends, 2020
Cited by 6 Related articles All 2 versions",{},69-84,,,,
Theoretical Analysis of pi-Phase-Shifted Fiber Bragg Grating for Longitudinal Ultrasonic Acoustic Wave,"Krishna Mohan Dwivedi, Sunil K Khijwania, Gaurav Trivedi, Tomasz Osuch",2019/12/13,,,,IEEE,"This paper presents a detailed theoretical analysis of pi-phase-shifted fiber Bragg grating (π-FBG) for longitudinal ultrasonic (US) acoustic stain wave. The influence of grating controlling parameters (grating length, index change, and apodization), and US acoustic wavelengths on the wavelength-shift sensitivity of the π-FBG has been investigated. The effect of the slow-light in the π-FBG acoustic sensor has also been discussed. Simulation results show that apodization reduces the sensitivity of the π-FBG acoustic sensor. Coupled mode theory (CMT) and transfer matrix method (TMM) have been employed to simulate the spectral characteristics of π-FBG.",2,"Theoretical Analysis of pi-Phase-Shifted Fiber Bragg Grating for Longitudinal Ultrasonic Acoustic Wave
KM Dwivedi, SK Khijwania, G Trivedi, T Osuch - 2019 Workshop on Recent Advances in Photonics …, 2019
Cited by 2 Related articles All 2 versions",{},1-3,,2019 Workshop on Recent Advances in Photonics (WRAP),,
Convergence Analysis of River Formation Dynamics Algorithm,"Satyabrata Dash, Gaurav Trivedi",2019/10/6,,,,IEEE,"As many real-life optimization problems are difficult to solve by exact optimization methods, a number of metaheuristics are developed over the years to search for viable solutions, e.g., river formation dynamics (RFD) algorithm. RFD algorithm is based on the analogy that water drops traverse from source to destination by following a random probabilistic search strategy. This search strategy is employed to solve various optimization problems in practice. However, the search strategy of RFD algorithm lacks theoretical analysis and the convergence property of RFD algorithm needs mathematical reasoning for comprehensive understanding of the working mechanism. In this paper, the random search strategy of RFD algorithm is analyzed mathematically and the convergence property of the algorithm is examined by using Markov chain theory. Several conditions for convergence are showcased and it is proved that RFD …",0,"Convergence Analysis of River Formation Dynamics Algorithm
S Dash, G Trivedi - 2019 IEEE International Conference on Systems, Man …, 2019
Related articles All 2 versions",{},2053-2058,,"2019 IEEE International Conference on Systems, Man and Cybernetics (SMC)",,
A Cooperative Co-evolution based Scalable Framework for Solving Large-Scale Global optimization Problems,"Ajeyo Dey, Satyabrata Dash, Likhita Tumati, Saumitra Sharma, Nikhil Megharajani, Meenali Janveja, Ismael Rodríguez, Gaurav Trivedi",2019/10/6,,,,IEEE,"The Cooperative Co-evolution framework is an effective approach for decomposing large scale global optimization problems into multiple sub-components. Every subcomponent uses different optimization algorithms which evolve cooperatively and are independent of each other. These subcomponents contribute in a different way to the overall improvement of the optimal solution. Hence, the computation cost can be decreased by separating out the stagnant subcomponents of the population. Therefore, it is appropriate to allocate resources in an intelligent manner to increase the computational efficiency. In this paper, we illustrate a decomposition strategy to solve large scale global optimization problems which is scalable to millions of variables. The proposed strategy improves computational efficiency and enables embracing parallelization. The framework presented in this paper constitutes Cooperative Co-evolution based …",0,"A Cooperative Co-evolution based Scalable Framework for Solving Large-Scale Global optimization Problems
A Dey, S Dash, L Tumati, S Sharma, N Megharajani… - 2019 IEEE International Conference on Systems, Man …, 2019
Related articles All 2 versions",{},1689-1694,,"2019 IEEE International Conference on Systems, Man and Cybernetics (SMC)",,
High sensitive and large dynamic range quasi-distributed sensing system based on slow-light π-phase-shifted fiber Bragg gratings,"KM Dwivedi, T Osuch, G Trivedi",2019/9/1,Opto-Electronics Review,27.0,3.0,No longer published by Elsevier,"In this paper, we theoretically analyze the slow-light π-phase-shifted fiber Bragg grating (π-FBG) and its applications for single and multipoint/quasi-distributed sensing. Coupled-mode theory (CMT) and transfer matrix method (TMM) are used to establish the numerical modeling of slow-light π-FBG. The impact of slow-light FBG parameters, such as grating length (L), index change (Δn), and loss coefficient (α) on the spectral properties of π-FBG along with strain and thermal sensitivities are presented. Simulation results show that for the optimum grating parameters L = 50 mm, Δn = 1.5×10−4, and α = 0.10 m-1, the proposed slow-light π-FBG is characterized with a peak transmissivity of 0.424, the maximum delay of 31.95 ns, strain sensitivity of 8.380 με-1, and temperature sensitivity of 91.064 °C-1. The strain and temperature sensitivity of proposed slow-light π-FBG is the highest as compared to the slow-light …",4,"High sensitive and large dynamic range quasi-distributed sensing system based on slow-light π-phase-shifted fiber Bragg gratings
KM Dwivedi, T Osuch, G Trivedi - Opto-Electronics Review, 2019
Cited by 4 Related articles All 8 versions",{},233-240,,,,
Theoretical Analysis of Slow-light in π-phase-shifted fiber Bragg grating for sensing applications,"Krishna Mohan Dwivedi, Gaurav Trivedi, Tomasz Osuch, Karel Juryca, Jan Pidanič",2019/4/16,,,,IEEE,"In this paper, a theoretical analysis of slow-light in π-phase-shifted fiber Bragg grating (π-FBG) for sensing applications has been presented. The coupled-mode theory (CMT) and transfer matrix method (TMM) have been used to establish the numerical modeling of slow-light in π-FBG. The influence of slow-light grating parameters, such as grating length (L), index change (δn), and loss coefficient (α), on the spectral and on the sensing characteristics of π-FBG are studied in detail. The simulation results show that for the maximum slow-light sensitivity the optimum grating parameters are obtained as L = 5 mm, δn = 1×10 -3 and α = 0.10 m -1 . The peak transmissivity of 0.55 and a remarkable group-index of 1477 is obtained from the optimized grating. The optimized π-FBG is used for slow-light sensing applications. The highest values of slow-light strain and temperature sensitivity of 8.431 με -1 and 91.6435°C -1 …",2,"Theoretical Analysis of Slow-light in π-phase-shifted fiber Bragg grating for sensing applications
KM Dwivedi, G Trivedi, T Osuch, K Juryca, J Pidanič - 2019 Conference on Microwave Techniques (COMITE), 2019
Cited by 2 Related articles All 2 versions","{'2019': 1, '2020': 1}",1-6,,2019 Conference on Microwave Techniques (COMITE),,
Integrated ABB and DVS: A Post-silicon Tuning Approach for Parametric Yield Enhancement in Sub-45nm CMOS Technology,"Sunil Dutt, Jan Pidanič, Zdeněk Němec, Sukumar Nandi, Gaurav Trivedi",2019/4/16,,,,IEEE,"Over the past decade, process parameter variations have been one of the key design challenges. At circuit level of abstraction, process parameter variations cause deviation in the design specifications which threaten the parametric yield, resulting cost implication on the semiconductor industry. Post-silicon tuning, such as Adaptive Body Bias (ABB) and Dynamic Voltage Scaling (DVS) are the most commonly used techniques to mitigate the impacts of process parameter variations. However, since process parameter variations are getting aggravated with continued CMOS technology scaling, the achievable performance by ABB or DVS alone is becoming limited. In this paper, we first examine the effect of process parameter variations on parametric yield loss. Further, we propose a framework that integrates ABB and DVS techniques to effectively mitigate the impacts of process parameter variations even for sub-45nm …",0,"Integrated ABB and DVS: A Post-silicon Tuning Approach for Parametric Yield Enhancement in Sub-45nm CMOS Technology
S Dutt, J Pidanič, Z Němec, S Nandi, G Trivedi - 2019 29th International Conference Radioelektronika …, 2019
Related articles",{},1-4,,2019 29th International Conference Radioelektronika (RADIOELEKTRONIKA),,
Efficient PRNG design and implementation for various high throughput cryptographic and low power security applications,"Bikram Paul, Gaurav Trivedi, Pidanič Jan, Zdeněk Němec",2019/4/16,,,,IEEE,"Pseudo-Random Number Generators (PRNGs) are an integral part of cryptographic applications, such as key generations, digital signatures, Internet-of-Things (IoT) security, etc. These applications require low-power and high-throughput PRNGs along with statistically secure random numbers capability. In this paper, we propose two PRNGs by combining/modifying Blum-Blum-Shub (BBS), Xorshift and Permuted Congruential PRNGs. The first one is for general purpose applications and the second one is for low-power IoT applications. We implement the proposed PRNGs on FPGA ZedBoard Zynq™-7000. Our implementation results show that the proposed PRNGs generate 4.83 × 10 7 and 4.29 × 10 7 random numbers per-second, respectively. The total dynamic power consumption of the proposed PRNGs is 17mW at 48.31Mhz and 16mW at 42.90Mhz with a maximum throughput of 184.288MBps and 163 …",11,"Efficient PRNG design and implementation for various high throughput cryptographic and low power security applications
B Paul, G Trivedi, P Jan, Z Němec - 2019 29th International Conference Radioelektronika …, 2019
Cited by 11 Related articles",{},1-6,,2019 29th International Conference Radioelektronika (RADIOELEKTRONIKA),,
Object Oriented EMT simulation framework for On-Grid Centralized Microgrid,"Swati Shukla, Praveen Tiwari, Pidanič Jan, Zdenĕk Nĕmec, Gaurav Trivedi",2019/4/16,,,,IEEE,"The growing demand of electricity can be fulfilled by increasing the generation of electricity. In present scenario the governments are driving to generate electricity with renewable energy technology. Electricity regulators are proposing new regulations to motivate small scale investors and entrepreneurs to invest in the installation of microgrids of 0.5 to 5 MW capacity in order to promote further renewable energy generation. At the same time, strict guidelines is being issued for the appropriate design of the microgrid. There are various design parameters need to be evaluated before the installation of these microgrids. Electromagnetic transient (EMT) analysis is one of the useful tool for evaluating peak voltage, current and insulation coordination for the microgrid. This work focuses to design EMT simulation framework on object oriented platform. The object oriented solver (OOS) is lightweight so it can be executed with …",1,"Object Oriented EMT simulation framework for On-Grid Centralized Microgrid
S Shukla, P Tiwari, P Jan, Z Nĕmec, G Trivedi - 2019 29th International Conference Radioelektronika …, 2019
Cited by 1 Related articles",{'2022': 1},1-6,,2019 29th International Conference Radioelektronika (RADIOELEKTRONIKA),,
Numerical modeling and simulation of thermal energy storage for solar cooking using Comsol multiphysics software,"Berihu Geberyohannes Abreha, Pinakeswar Mahanta, Gaurav Trivedi",2019/4/2,AIP Conference Proceedings,2091.0,1.0,AIP Publishing LLC,"When there is a mismatch between time of energy generation and utilization latent heat energy storage systems (LHESS) are potential technology that can be used as a back-up. This paper presents a numerical study of a shell and tube type of thermal energy storage (TES) unit for solar cooking using a binary salt group phase change material (PCM) type known as potassium sodium nitrate salts (KNO3−NaNO3). The melting point temperature of the selected PCM is 222°C. The internal diameter and length of theTES is 240 mm and 960mm respectively. Using optimization method 19 heat transfer fluid (HTF) tubes are selected with external and internal diameter of 18 mm and 15.6 mm respectively. To improve heat transferring rate of the PCM storage each tube will be integrated with four longitudinal fins.
COMSOL Multiphysics has been selected to model LHESS that enables testing of a multiple of configurations …",7,"Numerical modeling and simulation of thermal energy storage for solar cooking using Comsol multiphysics software
BG Abreha, P Mahanta, G Trivedi - AIP Conference Proceedings, 2019
Cited by 7 Related articles All 3 versions","{'2020': 2, '2021': 2, '2022': 2, '2023': 1}",020004,,,,
Design and implementation of low-power high-throughput PRNGs for security applications,"Bikram Paul, Apratim Khobragade, Soumith Javvaji Sai, Sushree Sila P Goswami, Sunil Dutt, Gaurav Trivedi",2019/1/5,,,,IEEE,"Pseudo-Random Number Generators (PRNGs) are an integral part of cryptographic applications, such as key generations, digital signatures, Internet-of-Things (IoT) security, etc. These applications require low-power and high-throughput PRNGs along with statistically secure random numbers generation capability. In this paper, we propose two PRNG methods based on Blum-Blum-Shub (BBS), Xorshift and Permuted Congruential PRNGs. The first PRNG is preferred for general purpose applications while the second is preferred for low-power IoT applications. The proposed PRNG methods are implemented on Xilinx FPGA ZedBoard Zynq^TM-7000 and generate 4.83e7 and 4.29e7 random numbers per-second, respectively. The total dynamic power consumption of the proposed PRNGs is 17mW at 48.31Mhz and 16mW at 42.90Mhz with a maximum throughput of 184.288MBps and 163.651MBps, respectively …",9,"Design and implementation of low-power high-throughput PRNGs for security applications
B Paul, A Khobragade, SJ Sai, SSP Goswami, S Dutt… - 2019 32nd International conference on VLSI design …, 2019
Cited by 9 Related articles All 2 versions","{'2020': 2, '2021': 4, '2022': 2, '2023': 1}",535-536,,2019 32nd International conference on VLSI design and 2019 18th international conference on embedded systems (VLSID),,
Current Collapse Reduction Technique Using N-Doped Buffer Layer into the Bulk Region of a Gate Injection Transistor,"Koushik Bharadwaj, Ashok Ray, Sushanta Bordoloi, Gaurav Trivedi",2019/1/5,,,,IEEE,"GaN based transistors are subjected to current collapse. In this work a unique solution to this issue is presented by using a buried n-type doped region in the bulk region below the 2DEG channel. The proposed structure is named as ""Buried n-doped Gate Injection Transistor (BNGIT)"". TCAD simulation of the structure shows that this added layer increases the electron density in the channel just above it. Hence the loss of electrons due to traps can be compensated which results in current collapse free operation.",1,"Current Collapse Reduction Technique Using N-Doped Buffer Layer into the Bulk Region of a Gate Injection Transistor
K Bharadwaj, A Ray, S Bordoloi, G Trivedi - 2019 32nd International Conference on VLSI Design …, 2019
Cited by 1 Related articles All 2 versions",{'2022': 1},494-495,,2019 32nd International Conference on VLSI Design and 2019 18th International Conference on Embedded Systems (VLSID),,
Riveropt: A multiobjective optimization framework based on modified river formation dynamics heuristic,"Satyabrata Dash, Sukanta Dey, Anish Augustine, Rudra Sankar Dhar, Jan Pidanic, Zdenek Nemec, Gaurav Trivedi",2019/1/5,,,,IEEE,"In river formation dynamics (RFD) method, water drops pursue a probable path to flow from high altitudes to flat surface. This geographical metaphor adopts a decreasing gradient principle supported by sedimentation and erosion mechanisms to reach for a feasible solution. In this paper, a new multi-objective optimization framework, RiverOpt is presented based on a modified RFD method. In this method, the probability of selecting the next path in RFD method is modified to exploit both transverse and longitudinal slopes. Further, the sedimentation parameter in RFD method is improved by introducing a sediment coefficient. Later, an external archive is integrated with RiverOpt framework to keep track of nondominated solutions in each generation. For benchmarking the performance of the proposed framework, a set of standard multiobjective test problems is employed. The results are compared with peer …",1,"Riveropt: A multiobjective optimization framework based on modified river formation dynamics heuristic
S Dash, S Dey, A Augustine, RS Dhar, J Pidanic… - 2019 32nd International Conference on VLSI Design …, 2019
Cited by 1 Related articles All 2 versions",{'2022': 1},233-238,,2019 32nd International Conference on VLSI Design and 2019 18th International Conference on Embedded Systems (VLSID),,
Simulation framework for GaN devices with special mention to reliability concern,"Sushanta Bordoloi, Ashok Ray, Gaurav Trivedi",2019,"VLSI and Post-CMOS Electronics: Devices, circuits and interconnects",2.0,,Institution of Engineering and Technology,"64 VLSI and post-CMOS electronics, volume 2 and increase in dynamic on resistance of the device. Traps play a significant role in the [virtual gate] phenomenon. As traps are inherent in the fabrication process, there has been several method proposed by researchers to mitigate this ill effect such as double heterostructure [6], SiN passivation layer as gate insulation [7], field plates [8] and high pressure water vapour annealing (HPWVA)[9] to name a few. In this chapter, we will look into some of the reliability concern in first few sections and finally propose a simulation (numerical) framework along with model development to understand these effects.",0,"Simulation framework for GaN devices with special mention to reliability concern
S Bordoloi, A Ray, G Trivedi - VLSI and Post-CMOS Electronics: Devices, circuits and …, 2019
Related articles",{},63,,,,
Multi-objective Hybrid Particle Swarm Optimization and its Application to Analog and RF Circuit Optimization,"Satyabrata Dash, Deepak Joshi, Sukanta Dey, Meenali Janveja, Gaurav Trivedi",2019,"Brain Storm Optimization Algorithms: Concepts, Principles and Applications",,,Springer International Publishing,"This chapter presents the main aspects and implications of design optimization of electronic circuits using a general purpose single objective optimization approach based on the brainstorming process, which is referred as StormOptimus. The single objective optimization framework is utilized for sizing of four amplifiers, and one VLSI power grid circuit. During optimization, the problem specific information required for each circuit is kept to minimal, which consists of input specifications, design parameter ranges and a fitness function that represents the circuit’s desired behavior. Several experiments are performed on these circuits to demonstrate the effectiveness of the proposed approach. It is observed that a satisfactory design is achieved for each of the five circuits by using the proposed single objective optimization framework.",0,"StormOptimus: A Single Objective Constrained Optimizer Based on Brainstorming Process for VLSI Circuits
S Dash, D Joshi, S Dey, M Janveja, G Trivedi - Brain Storm Optimization Algorithms: Concepts …, 2019
Related articles All 3 versions",{},221-243,,,,
Fast Power Density Aware 3D-IC Floorplanning for Hard Macro-Blocks Using Best Operator Combination Genetic Algorithm,"Gaurav Trivedi, Rahul Sharma, Awnish Kumar Tripathi",2019,,,,Springer Singapore,"The performance of the power system can be affected by the variation in grid impedance. Hence, continuous monitoring of the grid impedance is very essential. This paper presents a method for the measurement of grid impedance variation in low-voltage network. The estimation method is computationally very simple, and it is dependent on the variance in voltage of the grid at two successive time sampling instants. A quadratic equation is formed using grid voltage. The proposed method is modeled in MATLAB Simulink to measure the grid impedance. Simulation results obtained in MATLAB Simulink are showing or demonstrating the efficacy of the measurement technique for discerning the impedance in low-voltage network.",0,"Grid Impedance Measurement in Low-Voltage Network
G Trivedi, R Sharma, AK Tripathi - Advances in Communication, Devices and Networking …, 2019
Related articles All 3 versions",{},63-70,,"Advances in Communication, Devices and Networking: Proceedings of ICCDN 2018",,
Design of DNN-Based Low-Power VLSI Architecture to Classify Atrial Fibrillation for Wearable Devices,"Satyabrata Dash, Deepak Joshi, Gaurav Trivedi",2018/12,Memetic Computing,10.0,,Springer Berlin Heidelberg,"This paper presents a multiobjective analog/RF circuit sizing tool using an improved brain storm optimization (IMBSO) algorithm with the purpose of analyzing the tradeoffs between competing performance specifications of analog/RF circuit block. A number of improvements are incorporated into IMBSO algorithm at different steps. At first, the clustering step of IMBSO algorithm is augmented with k-means seeding technique to select the initial cluster centroids while clustering using k-means clustering technique. As a second improvement, the proposed IMBSO algorithm makes use of random probabilistic decision-making of river formation dynamics scheme to select optimal cluster centroids during population generation step. As a third improvement, an adaptive mutation operator is incorporated inside the IMBSO algorithm to generate new population. Finally, two separate constraint handling techniques …",8,"Multiobjective analog/RF circuit sizing using an improved brain storm optimization algorithm
S Dash, D Joshi, G Trivedi - Memetic Computing, 2018
Cited by 8 Related articles All 3 versions",{},423-440,,,,
A MOS-DTMOS Implementation of Floating Memristor Emulator for High-Frequency Applications,"Satyabrata Dash, Sukanta Dey, Deepak Joshi, Gaurav Trivedi",2018/10/30,Journal of Systems and Information Technology,20.0,4.0,Emerald Publishing Limited,"Purpose
The purpose of this paper is to demonstrate the application of river formation dynamics to size the widths of power distribution network for very large-scale integration designs so that the wire area required by power rails is minimized. The area minimization problem is transformed into a single objective optimization problem subject to various design constraints, such as IR drop and electromigration constraints.
Design/methodology/approach
The minimization process is carried out using river formation dynamics heuristic. The random probabilistic search strategy of river formation dynamics heuristic is used to advance through stringent design requirements to minimize the wire area of an over-designed power distribution network.
Findings
A number of experiments are performed on several power distribution benchmarks to demonstrate the effectiveness of river formation dynamics heuristic. It is observed that …",4,"Minimizing area of VLSI power distribution networks using river formation dynamics
S Dash, S Dey, D Joshi, G Trivedi - Journal of Systems and Information Technology, 2018
Cited by 4 Related articles All 2 versions",{},417-429,,,,
Triple Pendulum Based Nonlinear Chaos Generator and its Applications in Cryptography,"Sunil Dutt, Satyabrata Dash, Sukumar Nandi, Gaurav Trivedi",2018/9/19,IEEE Transactions on Computers,68.0,3.0,IEEE,"Over the past decade, several approximate adders have been proposed in the literature based on the design concept of Equal Segment Adder (ESA). In this approach, an -bit adder is segmented into several smaller and independent equally sized accurate sub-adders. An -bit ESA has two primary design parameters: (i) Segment size ( ), which represents the maximum length of carry propagation; and (ii) Overlapping bits ( ), which represents the minimum number of bits used in carry prediction, where and . Based on the combinations of and , an -bit ESA has possible configurations. In this paper, we analyse ESAs and propose analytical models to estimate accuracy, delay, power and area of ESAs. The key features of the proposed analytical models are that: (i) They are generalized, i.e., work for all possible configurations of an -bit ESA; and (ii) They are superior (i.e., estimate more accurately …",17,"Analysis, modeling and optimization of equal segment based approximate adders
S Dutt, S Dash, S Nandi, G Trivedi - IEEE Transactions on Computers, 2018
Cited by 17 Related articles All 3 versions","{'2019': 1, '2020': 6, '2021': 7, '2022': 1, '2023': 2}",314-330,,,,
MInSC: A VLSI Architecture for Myocardial Infarction Stages Classifier for Wearable Healthcare Applications,"Sunil Dutt, Sukumar Nandi, Gaurav Trivedi",2018/9,IET Computers & Digital Techniques,12.0,5.0,The Institution of Engineering and Technology,"Recently, several approximate adders have been proposed based on the design concept of Equal Segment Adder (ESA), i.e. to segment an N‐bit adder into several smaller and independent equal size sub‐adders. In this study, the authors propose analytical models to estimate Pass Rate (PR), delay, power and area of ESAs, where PR represents the probability of output to be correct. From the proposed analytical models, they observe that there is a scope and need for improvement in quality‐effort curves of existing ESAs. Intended to improve the quality‐effort curves, they propose modifications in existing ESAs with design objective that modified ESAs provide higher accuracy without imposing any additional delay, power and area overheads. Both the authors’ analytical and simulation results show that modified ESAs provide higher accuracy, better quality‐effort curves and more optimal Delay–Power–Area …",3,"Accuracy enhancement of equal segment based approximate adders
S Dutt, S Nandi, G Trivedi - IET Computers & Digital Techniques, 2018
Cited by 3 Related articles All 2 versions",{},206-215,,,,
A Survey of Learning Methods in Deep Neural Networks (DDN),"Sameer Pawanekar, Kalpesh Kapoor, Gaurav Trivedi",2018/7/24,"Journal of Circuits, Systems and Computers",27.0,8.0,World Scientific Publishing Company,"We present an analytical approach that is based on nonlinear programming to perform VLSI standard cell placement. Our method first clusters a netlist to reduce the number of cells and then performs quadratic optimization on the reduced netlist. Finally, it uses Nesterov’s method for solving nonlinear equations for the problem. The framework of our tool, Kapees3, is scalable and generates high quality results. The experimental results for Peko Suite 1 and Peko Suite 2 benchmarks show promising improvements. Our placement tool outperforms NTUPlace3, Dragon, Feng Shui, Capo10.5, by 46%, 57%, 48% and 25%, respectively, on PEKO Suite 1. For PEKO Suite 2, our placement tool outperforms NTUPlace3, Dragon, Feng Shui, Capo10.5 and mPL6 by 30%, 47%, 57%, 69% and 2.7%, respectively. On MMS benchmarks, we obtain wirelength improvement over Capo10.5 by 56.62%, FLOP by 7.84%, FastPlace by …",0,"Kapees3: A High-Quality VLSI Placement Tool Using Nesterov’s Method for Density Penalty
S Pawanekar, K Kapoor, G Trivedi - Journal of Circuits, Systems and Computers, 2018
Related articles",{},1850122,,,,
A High Frequency MOS-based Floating Charge-Controlled Memcapacitor Emulator,"Sukanta Dey, Satyabrata Dash, Sukumar Nandi, Gaurav Trivedi",2018/7/8,,,,IEEE,"Due to the resistance of metal wires in power grid network, voltage drop noise occurs in the form of IR drop which may change the output logic of underlying circuits and may affect the reliability performance of a chip. Further, it is necessary to handle different reliability constraints while designing a robust power grid network for a chip. Any violation of such constraints may increase the occurrences of IR drop. Therefore, there is a need to minimize the IR drop without violating the reliability constraints. In this paper, the IR drop minimization problem is formulated as a single objective large-scale variable minimization problem subjected to different reliability constraints, such as IR drop constraints, electromigration constraints, minimum width constraints, metal area constraints. At first, the large-scale minimization problem is divided into several subproblems using a divide and conquer based decomposition strategy, called …",10,"PGIREM: reliability-constrained IR drop minimization and electromigration assessment of VLSI power grid networks using cooperative coevolution
S Dey, S Dash, S Nandi, G Trivedi - 2018 IEEE Computer Society Annual Symposium on …, 2018
Cited by 10 Related articles All 4 versions","{'2019': 2, '2020': 3, '2021': 3, '2022': 1}",40-45,,2018 IEEE Computer Society Annual Symposium on VLSI (ISVLSI),,
An Optimized MOS-Based High Frequency Charge-Controlled Memcapacitor Emulator,"Amit Sravan Bora, Rohit Reddy, Srinath Satpathy, H Balachander, V Vijendra, Gaurav Trivedi, Rohit Sinha",2018/7/5,,,,IEEE,"Speaker verification is of great importance, especially in the field of forensics and security. This paper aims at implementing such a system at the hardware level. This system extracts features from the fresh voice samples and verifies the speaker by comparing those with the ones being stored in the database. The features used here are the Linear Predictive Coding (LPC) Coefficients which are obtained using the Levinson - Durbin (LD) algorithm. This paper proposes to implement Vector Quantization (VQ) to obtain the representative LPC vectors. A simple speaker verification system for a single person is efficiently implemented on FPGA.",0,"Power Efficient Speaker Verification Using Linear Predictive Coding on FPGA
AS Bora, R Reddy, S Satpathy, H Balachander… - 2018 International CET Conference on Control …, 2018
Related articles",{},260-265,,"2018 International CET Conference on Control, Communication, and Computing (IC4)",,
