Title,Authors,Publication date,Journal,Volume,Issue,Publisher,Description,Total citations,Scholar articles,Citation Count,Pages,Book,Conference,Source,Institution,Inventors,Patent office,Application number,Report number
Emotion dynamics of public opinions on twitter,"N Vijayakumari, S Singh",2007,INDIAN HORTICULTURE,52,1,INDIAN COUNCIL OF AGRICULTURAL RESEARCH,,0,"Producing quality planting material of Nagpur Mandarin
N Vijayakumari, S Singh - INDIAN HORTICULTURE, 2007",{},6,,,,,,,,
SHE: Sentiment hashtag embedding through multitask learning,"S Singh, RD Reitz, D Wickman, D Stanton, Z Tan",2007,SAE SP,2125,,SOCIETY OF AUTOMOTIVE ENGINEERS INC.,,0,"2007-01-0171 Development of a Hybrid, Auto-Ignition/Flame-Propagation Model and Validation Against Engine Experiments and Flame Liftoff
S Singh, RD Reitz, D Wickman, D Stanton, Z Tan - SAE SP, 2007",{},253,,,,,,,,
Network sampling using k-hop random walks for heterogeneous network embedding,"DK Mahto, S Ahmed, S Singh, GP Srivastava",2007,JOURNAL OF RESEARCH-BIRSA AGRICULTURAL UNIVERSITY,19,1,BIRSA AGRICULTURAL UNIVERSITY,,6,"Soil Fertility and Nutrient Uptake in Fingermillet (Eleughine coracona L.) based Intercropping Systems
DK Mahto, S Ahmed, S Singh, GP Srivastava - JOURNAL OF RESEARCH-BIRSA AGRICULTURAL …, 2007
Cited by 6 Related articles",{},87,,,,,,,,
Prioritized Named Entity Driven LDA for Document Clustering,"S Singh, RD Reitz, MPB Musculus",2007,SAE TRANSACTIONS,115,3,AMERICAN TECHNICAL PUBLISHERS LTD,,0,"2006-01-0055 Comparison of the Characteristic Time (CTC), Representative Interactive Flamelet (RIF), and Direct Integration With Detailed Chemistry Combustion Models Against Optical Diagnostic Data for Multi-Mode Combustion in a Heavy-Duty Dl Diesel Engine
S Singh, RD Reitz, MPB Musculus - SAE TRANSACTIONS, 2007",{},61,,,,,,,,
On applying meta-path for network embedding in mining heterogeneous DBLP network,"SK Singh, SP Singh, BK Singh",2007,ADVANCES IN PLANT SCIENCES,20,2,INDIAN PRINTING PRESS,,3,"Effect of Vesicular Arbuscular Mycorrhizae and Fertilizer on Growth and Yield of Papaya CV. Honey Dew
SK Singh, SP Singh, BK Singh - ADVANCES IN PLANT SCIENCES, 2007
Cited by 3 Related articles",{},431,,,,,,,,
Influence of social conversational features on language identification in highly multilingual online conversations,"JN Sachan, Singh Dhirendra, AK Singh, SP Singh, DP Pant",2007,Pantnagar Journal of Research,5,2,GB Pant University of Agriculture & Technology,"In an experiment conducted in Uttarakhand, Uttar Pradesh, India, to study the inheritance of flower colour of Brassica rapa var. yellow sarson [Brassica campestris var. sarson] the white colour strain YSCN-14 was crossed with yellow colour strains PYS-2005-1, MYSL-221 and YSCN-1. Expression of yellow flower colour in F 1 plants of all crosses expressed complete dominance of yellow flower colour over white flower colour. The results indicate that the white flower colour is a recessive monogenic trait.",1,"Inheritance of flower colour in Brassica rapa var. yellow sarson.
JN Sachan, S Dhirendra, AK Singh, SP Singh, DP Pant - Pantnagar Journal of Research, 2007
Cited by 1 All 2 versions",{'2023': 1},75-76,,,,,,,,
Word level language identification in Assamese-Bengali-Hindi-English code-mixed social media text,"Praveen Kumar, SP Singh",2007,Indian Road Congress,,,,"In this study, the inﬂuence of various reinforced ﬂy ash (Pond Ash) parameters was planned to be t'nvestigatea'through static and (fyl't£ I ‘!'IItC Zoar! tests and semi field tests. It was planned to observe the effect of reinforcement such as polypropylene fibers, geogrtcis. geotextile and glass grids on conventional parameters of ﬂy ash such as unconfined compressive strength, ntoduitis of elasticity, shear strength and California bearing ratio. Fatigue tests have been carried out to stt-td_v the eﬂect of reinforcement on rat depth formation on model section with simuiatiott of field conditions. Since the objective was to use fly ash in bi-ilk, so soil was mixed only up to 25 per cent. In case of fiber reinforced ﬂy ash, all tests were cottductea'for fiber fraction up to 0.5%, because of considering the cost and economy of reinforcement in ﬂy ash sitb-base A total of more than 500. tests-were conducted to study the behavior of reinforced …",5,"Reinforced fly ash sub-bases in rural roads
P Kumar, SP Singh - Indian Road Congress, 2007
Cited by 5 Related articles",{},65-75,,,,,,,,
Transliteration of english loanwords and named-entities to manipuri: Phoneme vs grapheme representation,"BK Singh, OP Singh, NP Singh, S Singh",2007,ACTA CIENCIA INDICA CHEMISTRY,33,2,PRAGATI PRAKASHAN,,0,"Studies on the effect of Saline Character of Water and Soil on Value based parameters of some Premier Crops in Jaunpur
BK Singh, OP Singh, NP Singh, S Singh - ACTA CIENCIA INDICA CHEMISTRY, 2007",{},161,,,,,,,,
Exploiting reciprocity toward link prediction,"M Singh, AK Singh, S Singh",2007,ENVIRONMENT AND ECOLOGY,25,2,MKK PUBLICATIONS,,0,"An Overview on Baling of Paddy Straw
M Singh, AK Singh, S Singh - ENVIRONMENT AND ECOLOGY, 2007",{},376,,,,,,,,
Temporal link prediction in multi-relational network,"S Singh, M Shenhmar, KS Brar",2007,JOURNAL OF INSECT SCIENCE-LUDHIANA-,20,1,,,0,"Suitability of different storage conditions of Corcyra cephalonica (Stainton) eggs for mass production of Trichogramma chilonis Ishii
S Singh, M Shenhmar, KS Brar - JOURNAL OF INSECT SCIENCE-LUDHIANA-, 2007",{},38,,,,,,,,
Mining heterogeneous terrorist attack network using personalized PageRank,"S Singh, RC Verma, RS Kushawaha",2007,ACTA CIENCIA INDICA CHEMISTRY,33,4,PRAGATI PRAKASHAN,,0,"Quantitative treatment of micellar effects upon nucleophillic substitution reactions of mono P-substituted phenyl phosphoramide
S Singh, RC Verma, RS Kushawaha - ACTA CIENCIA INDICA CHEMISTRY, 2007",{},511,,,,,,,,
Tillage and nutrient management modules for increased growth and productivity of wheat (Triticum aestivum L.),"SRP Singh, MM Syamal, O Sharma",2007,Indian Journal of Horticulture,64,4,The Horticultural Society of India,"Indian J. Hort. 64 (4), December 2007: 483-485 per plant and spread of plant and lowest for the traits last picking of the flowers. In case of French marigold, the highest coefficient of variation was observed in yield of flowers per plant followed by leaf area and average weight of flower and lowest in last picking of the flowers (Table 2).
In African marigold, the highest general mean was recorded for yield of flowers per plant followed by last picking of the flowers and spread of plant, while lower general mean was recorded in average weight of flower, number of lateral branches per plant, size of flower and leaf area. In French marigold, highest general mean was also recorded for yield of flowers per plant followed by last picking of the flowers, number of flowers per plant and first picking of the flowers, while lowest in case of average weight of flower. The variability studies in African marigold exhibited similar trends in …",7,"Studies on genetic variability in marigold
SRP Singh, MM Syamal, O Sharma - Indian Journal of Horticulture, 2007
Cited by 7 Related articles",{},483-485,,,,,,,,
Effect of language independent transcribers on spoken language identification for different Indian languages,"J Prakash, SP Singh",2007,Environment and Ecology,25,4,MKK PUBLICATIONS,,2,"Mode of Pollination, Fruit Set and Fruit Drop in Jamun (Syzygium cumini Skeels)
J Prakash, SP Singh - Environment and Ecology, 2007
Cited by 2 Related articles",{},1151,,,,,,,,
Word polarity detection using syllable features for manipuri language,"S Singh, A Gulati, BDW Harrison, D Seaton",2006/12/1,,61,,BMJ PUBLISHING GROUP,,0,"Picture archiving and communications system: National survey of its availability, implementation, and acceptability among respiratory specialists in the UK, 2006
S Singh, A Gulati, BDW Harrison, D Seaton - THORAX, 2006
Picture archiving and communications system (PACS): National survey of its availability, implementation and acceptability amongst respiratory specialists in the UK, 2006*
S Singh, A Gulati, BDW Harrison, D Seaton - THORAX-LONDON-, 2006",{},II8-II8,,THORAX,,,,,,
Automatic pause marking for speech synthesis,"Ningthoujam Gourakishwar Singh, Sanasam Ranbir Singh, Anjana K Mahanta, Bhanu Prasad",2006/12/1,Journal of Experimental & Theoretical Artificial Intelligence,18,4,Taylor & Francis Group,"Previous research revealed that the problem of discovering a complete set of frequent itemsets from a large database can be reduced to the problem of discovering the frequent closed itemsets, and this process results in a much smaller set of itemsets without information loss. This article is based on the observation that the set of all itemsets can be grouped into non-overlapping clusters such that each cluster is identified by a unique closed tidset. It is also found that there is only one closed itemset in each cluster and it is the superset of all itemsets with the same support. Therefore, the problem of discovering closed itemsets can be further considered as the problem of clustering the set of itemsets and then identifying each cluster by a unique closed tidset. This article presents CloseMiner, a new algorithm for discovering all frequent closed itemsets by grouping the set of itemsets into non-overlapping clusters …",5,"An algorithm for discovering the frequent closed itemsets in a large database
N Gourakishwar Singh, S Ranbir Singh, AK Mahanta… - Journal of Experimental & Theoretical Artificial …, 2006
Cited by 5 Related articles",{},481-499,,,,,,,,
Effect of planting date on incidence of early blight (Alternaria Solanai) and yield of potato due to climate change,"S Singh, M Agarwal, Y Batra, A Mandal",2006/11/1,Urology,68,,Elsevier,"Methods
15 adult patients planned for cystoscopy underwent urodynamic study (UDS) at baseline and 30 minutes after administration of Tramadol 100mg (10 mg/ml 0.9% saline) in lumbar (L3-L4) epidural space. UDS consisted of filling cystometry, pressure-flow study and pelvic floor electromyography (EMG). Subsequently, the patients underwent cystoscopy for the respective indication and kept under observation for monitoring adverse effect, if any.
Results
After injection of tramadol, a significant increase was observed in bladder capacity (375.4±180.8 ml vs. 423.4±206.7 ml; p= 0.007) and compliance (60.1±51.5 ml/cmH2O vs. 83.0±63.0 ml/cmH2O; p= 0.011) without a significant change in filling pressure (22.5±13.2 vs. 24.1±15.1 cmH2O; p= 0.576). Filling sensations were delayed significantly as depicted by significant rise in volume at first sensation, normal desire, strong desire and urgency (p= 0.028, 0.001, 0 …",0,"UP-01.90: Effect of lumbar-epidural administration of tramadol on neurophysiology of bladder
S Singh, M Agarwal, Y Batra, A Mandal - Urology, 2006
All 3 versions",{},250,,,,,,,,
Automatic syllabification for manipuri language,"NM Bharde, YS Shivay, S Singh, D Kumar",2006/9/1,Indian Journal of Agricultural Sciences,76,9,Indian Council of Agricultural Research,"Rice (Oryza safiva L.)-wheat (Triticum aestivum L. emend. Fiori & Paol) cropping system in India is being cultivated on an area of 10.5 million ha which contributes approximately 25% in the national food grain production (Gupta 2003). Use of nitrogenous fertilizers, viz urea has played key a role in enhancing the rice-wheat production, yet its use-efficiency in rice is only 3040% or even less (Prasad and Power 1995). Besides, fertilizer use has been sensitive to price relationship, on the other front, soil health and productivity is becoming more important in present paradigm. Therefore, we need fertilizers, which are not only cost effective but also maintain soil health favourably. This could be possible by two ways, firstly, using the inorganic fertilizers which can meet the crop nutrient demand for entire season through single application and secondly, supplementing inorganic fertilizer demand with proper proportions of organic sources. Keeping in view these concerns, present investigations were undertaken to study the effect of prilled urea, biogas slurry, neem oil-treated urea sources and their combinations in various proportions on productivity and economics of rice-wheat cropping system. A field experiment was conducted during the rainy and winter seasons of 1999-2000 and 2000-2001 on sandy clayloam soils of the research farm at Indian Agricultural Research Institute, New Delhi (2g040'N latitude, 77"" 1OYE longitude and 228.6 m altitude). The experimental field was slightly alkaline, having pH 7.8 with organic carbon0. 53%(Walkley and Black 1934), total nitrogen 0.052%(Modified Kjeldahl method, Jackson 1958), available nitrogen 2 18 kgha …",2,"Productivity and economics of rice (Oryza sativa)-wheat (Triticum aestivum) cropping system as influenced by neem oil-treated urea and biogas slurry
NM Bharde, YS Shivay, S Singh, D Kumar - Indian Journal of Agricultural Sciences, 2006
Cited by 2 Related articles All 4 versions","{'2017': 1, '2018': 1}",550,,,,,,,,
Generating Manipuri English pronunciation dictionary using sequence labelling problem,"S Basu, S Singh",2006/8/15,1HXWURQ 5HIOHFWRPHWU\,,,,"A polarized neutron reflectometer (PNR) has been installed at the Dhruva reactor, Trombay. This instrument has been designed for vertical sample geometry, where the reflectivity is measured in the horizontal plane of reflection. Polarized neutron reflectometry is an important non-destructive tool to determine the chemical as well as magnetic structure of thin film samples. Specular reflectivity data collected on a neutron monochromator and Fe/Ge multilayer sample is presented. Off-specular reflectivity data from Ni film has been used to obtain the morphology of the air–film interface and of a buried interface.",0,"NEUTRON REFLECTOMETRY AT DHRUVA REACTOR Specular and off-specular neutron reflectivity studies
S Basu, S Singh - 1HXWURQ 5HIOHFWRPHWU\, 2006
Related articles All 6 versions",{},129,,,,,,,,
Personalised pagerank as a method of exploiting heterogeneous network for counter terrorism and homeland security,"A Golash, MMK Selvan, D Brathwaite, I Smith, S Singh",2006/8/1,,20,,MARY ANN LIEBERT INC,,3,"Day case laparoscopic simple nephrectomy-Is it feasible?
A Golash, MMK Selvan, D Brathwaite, I Smith, S Singh - JOURNAL OF ENDOUROLOGY, 2006
Cited by 3 Related articles",{'2007': 3},A234-A234,,JOURNAL OF ENDOUROLOGY,,,,,,
A time aware method for predicting dull nodes and links in evolving networks for data cleaning,"CK Pandey, S Priye, SP Ambesh, S Singh, U Singh, PK Singh",2006/7/1,Journal of Postgraduate Medicine,52,3,WOLTERS KLUWER MEDKNOW PUBLICATIONS,,1,"Gabapentin for postoperative nausea and vomiting prophylaxis-Authors' reply
CK Pandey, S Priye, SP Ambesh, S Singh, U Singh… - Journal of Postgraduate Medicine, 2006
Cited by 1 Related articles",{'2017': 1},230-231,,,,,,,,
Influence of edge weight on node proximity based link prediction methods: an empirical analysis,"K Misra, H Zhang, S Singh, T Xu, SC Pandey",2006/7/1,,9,,CAMBRIDGE UNIV PRESS,,0,"Role of central amygdaloid neuropeptide Y signaling in alcohol dependence
K Misra, H Zhang, S Singh, T Xu, SC Pandey - INTERNATIONAL JOURNAL OF …, 2006",{},S164-S164,,INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY,,,,,,
Andrographolide Induces G2/M Phase Cell Cycle Arrest in Human Head and Neck Cancer Cells,"R Evans, S Singh, M Morgan",2006/5/1,,92,,BMJ PUBLISHING GROUP,,0,"The functional assessment of chronic heart failure can be reliably achieved using the incremental shuttle walk test (ISWT)
R Evans, S Singh, M Morgan - HEART, 2006",{},A54-A54,,HEART,,,,,,
Link prediction using social network analysis over heterogeneous terrorist network,"P McCann, S Singh",2006/5/1,,92,,BMJ PUBLISHING GROUP,,0,"Audit of temporary cardiac pacemaker therapy in East Lancashire NHS trust
P McCann, S Singh - HEART, 2006",{},A59-A59,,HEART,,,,,,
Evaluation of Host Plant Resitance in Rajmash (Phaseolus vulgaris L.) Genotypes for Leaf miner (Chromatomyia horticola Gaur.) and Pod Borers,"MS Ladaniya, S Singh",2006/2/22,"Souvenir, National National Symp. Citri-A Road map, Umiam, Meghalaya",,,,,2,"Post-harvest technology of fresh citrus
MS Ladaniya, S Singh - Souvenir, National National Symp. Citri-A Road map …, 2006
Cited by 2 Related articles","{'2017': 1, '2018': 1}",271-292,,,,,,,,
Elevated Levels of IL-6 and IL-8 Have Predictive Role in the Development of Respiratory Failure in Patients With Acute Pancreatitis,"VK Singh, S Singh",2006,Adv. Appl. Ceram,22,2,,"Spinel MgAl2O4 was prepared by a combined gelation–precipitation process from a mixed solution of sulphates of aluminium and magnesium. X-ray diffraction of gel samples calcined at different temperatures shows that a spinel-like phase starts to form at 600uC, and complete conversion is obtained after 1 h at 1000uC. The average particle size of the calcined powder is 200 nm. Spinel powders have good sinterability even at low temperatures, and sintered samples show fairly good mechanical properties. KIC increases with increasing indentation load, thus showing R-curve behaviour.",2,"R-curve behaviour in nano crystalline spinel (MgAl2O4)
VK Singh, S Singh - Adv. Appl. Ceram, 2006
Cited by 2 Related articles All 2 versions",{},1-3,,,,,,,,
"Synthesis and biological evaluation of 1, 3, 6-trisubstituted β-carboline derivatives for cytotoxic and anti-leishmanial potential","S Kumar, JP Shahi, SP Singh",2006,Research on Crops,7,3,GAURAV SOCIETY OF ARIC,,2,"Genetic variability in early generation inbred lines of maize (Zea mays L.)
S Kumar, JP Shahi, SP Singh - Research on Crops, 2006
Cited by 2 Related articles",{'2014': 2},731,,,,,,,,
Sugarcane seed composition and changes during artificial ageing,"BL Sharma, V Prakash, S Singh, AK Mishra, SP Singh, DN Singh, SB Singh",2006,COOPERATIVE SUGAR,38,2,NATIONAL FEDERATION OF COOPERATIVE SUGARFACTORIES LTD,,0,"MICRONUTRIENTS STATUS OF SUGARCANE GROWING SOILS OF EASTERN UTTAR PRADESH
BL Sharma, V Prakash, S Singh, AK Mishra, SP Singh… - COOPERATIVE SUGAR, 2006",{},45,,,,,,,,
"Dr. Kalam-an idea, vision and dream","Ramesh R Kumar, SP Singh",2006,Genetika,38,1,,"15 C. procumbens inbred lines of different eco-geographical origin maintained at National Botanical Research Institute, Lucknow, India were evaluated for seed yield and its 6 component traits to assess genetic divergence among them. The standardized mean values of different traits were subjected to principal component analysis and cluster analysis was performed based on two different clustering strategies i.e. UPGMA and Wards. Ward's method that showed relatively high cophenetic correlation coefficient and significant Wilk's Lambda was identified as the best clustering solution. The first four principal components (PC) with eigenvalues >1 contributed 91.56% of variability among the inbred. First PC was related with fruits/plant and branches/plant; second PC with yield/ plant, seeds/fruit and test weight third PC with plant height; and fourth PC with days to flowering. The genotypes were grouped into five clusters and cluster II was largest with 5 genotypes followed by clusters I, III and Clusters IV, V. Cluster IV exhibited highest mean for seed yield (14.77g) followed by cluster III (14.53g) and the former incorporated inbred lines, NBCP-53 and NBCP-58 that were highly divergent among themselves and from genotypes in other clusters. The inbred in cluster IV and cluster III with good amount of genetic divergence and superior agronomic traits were identified as promising inbred to develop superior recombinants with desirable agronomic traits.",8,"Multivariate analysis and clustering of Cuphea procumbens inbred lines
RR Kumar, SP Singh - Genetika, 2006
Cited by 8 Related articles",{},23-30,,,,,,,,
Combined effect of hydroethanolic extracts of Murraya koenigii and Phyllanthus niruri leaves on paracetamol and ethanol-induced toxicity in HepG2 cell line,"AI Shugaba, MBT Umar, SP Singh",2006,,,,Journal of Medical Sciences,"The muscosal, luminal and lymphoid follicle diameters of the vermiform appendix were measured in micrometers from the basal, middle and terminal segments and their relationships analyzed and plotted. There is a strong relationship between these diameters, especially between lymphoid follicle diameter and the thickness on one hand and that between the luminal diameter and the lymphoid follicle diameter on the other. The lumen decreases when either the thickness or the lymphoid follicle diameter increase in size, suggesting that obstruction can occur at such sites with the resulting microscopic and macroscopic changes that come to bear on normal subjects. This segmental profile shows that, histomorphological and histomorphometric changes In the appendix are capable of explaining the basis and indeed the likely sites of obstruction in appendicitis.",7,"Histomorphometric Profile of the Human Verniform Appendix
AI Shugaba, MBT Umar, SP Singh - 2006
Cited by 7 Related articles All 2 versions",{},,,,,,,,,
Assessment of hepatoprotective potential of Solanum xanthocarpum (whole plant) Linn. against isoniazid & rifampicin induced hepatic toxicity in Wistar rats,"PK Yadav, RK Singh, SN Singh, RP Singh",2006,New Agriculturist,17,1/2,Bioved Research Society,"A field experiment was conducted during kharif season of 2003 on an Inseptisol of Varanasi, with an objective to study the effect of chemical fertilizer and FYM on yield of lemon grass (Cymbopogon flexuous) and soil properties. The experiment was conducted in randomized block design (RBD) with five treatments and three replications. Application of fertilizer and FYM significantly increased the herbage yield of lemon grass as compared to control. 40 kg N/ha through urea in combination of FYM@ 2.5 t/ha significantly produced highest yield. Lower yield was recorded due to FYM application as compared to fertilizer but properties of soil improved. Organic carbon,'nitrogen, phosphorus and potassium status of post harvest soil increased due to application of fertilizer and FYM as compared to initial level. However, 2.5 t FYM/ha+ 40 kg N/ha was found to be superior over other treatments in respect of improvement in nutrient status. Bulk density and particle density of post harvest soil were increased by fertilizer application while FYM application decreased. Fertilizer application alone decreased the water holding capacity but it was increased by FYM application alone or in combination with fertilizer.",1,"Effect of chemical fertilizer and FYM on yield of lemon grass (Cymbopogon flexuous) and soil properties.
PK Yadav, RK Singh, SN Singh, RP Singh - New Agriculturist, 2006
Cited by 1 Related articles",{'2017': 1},167-170,,,,,,,,
PGPR for sustaining crop productivity under salt stress,"RKP Yadav, SP Singh",2006,MATHEMATICS EDUCATION-INDIA-,40,2,SIWAN (BIHAR),,0,"Fuzzy Integrals in Fuzzy sets
RKP Yadav, SP Singh - MATHEMATICS EDUCATION-INDIA-, 2006",{},119,,,,,,,,
Autogenic drainage versus acapella for airway clearance in patients with bronchiectasis: randomised crossover trial,"Aditya Saxena, Pritish Varadwaj, S Singh, Manoj Jaiswal, K Misra, T Lahiri",2006,,,,CSIR,"The reductive evolution provides a pathogen minimal gene set. Due to loss of genes, for drug target identification, biochemical techniques cannot be used since these pathogens are difficult to culture. Besides classical drug targets i.e. toxins, adhesions, some novel drug targets, using a molecular phylogeny approach, can be identified. Horizontally transferred genes in bacterial pathogen from their eukaryotic host has been classified as ‘Novel drug target’, and a reusable system for identifying horizontally transferred gene has been built using a molecular phylogeny approach. Using this system, two genes have been identified in Mycobacterium leprae, which have also been identified by other methods.",0,"Phylogentetic analysis of Mycobacterium leprae genome for identification of novel drug targets
A Saxena, P Varadwaj, S Singh, M Jaiswal, K Misra… - 2006
Related articles All 6 versions",{},,,,,,,,,
Evaluation of similarity metrics for translation retrieval in the Hindi-English translation memory,SP Singh,2006,Indian Journal of Crop Science,1,1and2,The Royal Society of Crop Science,"Sixty three genotypes (45 F1s and 18 parents) were raised in a randomized block design with three replications under eight environments i.e. four locations over two seasons, to work out stability parameters for days to maturity and seed yield per plant. The variances due to genotype and genotype x environment interaction were found significant for both the characters under study, suggesting differential response of genotypes in different environments. Most of the variation could be attributed to the differences between slopes of regression for both the characters. On the basis of mean environmental indices for four locations over summer and kharif seasons, Ujjain was found best environment for days to maturity and Meerut was best environment for seed yield per plant. The summer season 2003 was found better than kharif season for days to maturity and the kharif season 2003 was better for seed yield per plant …",0,"Stability and its inheritance for days to maturity and seed yield in mungbean (Vigna radiata (L.) Wilczek)
SP Singh - Indian Journal of Crop Science, 2006
Related articles",{},55-58,,,,,,,,
Exploring Contractual Relationships in Punjab: A Case Study of Potato and Basmati Paddy,"Sachchidanand Singh, Anup K Prasad, SS Chauhan, S Singh, Ramesh P Singh, Manoj K Srivastava, Risal Singh",2006,36th COSPAR Scientific Assembly,36,,,The Indo-Gangetic Plain encounters several dust storms during the pre-monsoon period These dust events have significant impact on the regional scale radiation budget In the present study we have estimated the change in radiation forcing during the major dust events that occurred during the year 2005 over the background conditions for the Kanpur station The data for this study is obtained from the CIMEL sun sky radiometer deployed on the IIT Kanpur campus as a part of AERONET AErosol RObotic NETwork network The aerosol forcing calculations at Top-of-the-Atmosphere TOA and at surface were carried out using the Santa Barbara Discrete Ordinate Radiative Transfer SBDART codes The input parameters for this model such as the spectral variations of aerosol optical depth AOD single scattering albedo asymmetry factor etc have been obtained from level 1 5 processed AERONET data The obtained data is …,0,"Radiative forcing due to dust events for an Indo-Gangetic Plain station, Kanpur
S Singh, AK Prasad, SS Chauhan, S Singh, RP Singh… - 36th COSPAR Scientific Assembly, 2006",{},1259,,,,,,,,
Lethal Air Embolism during Javelin Removal from Skull of a Young Boy,"SP Singh, B Sreedevi",2006,ORYZA,43,4,ASSOC RICE REASEARCH WORKERS-INDIA,"Field trials were conducted during wet season 2000 and dry season 2001 to study the effect of cultivars and seed rates on grain yield in wet seeded rice. Among the varieties, mean maximum grain yield was recorded in IET 8887 (2.34 t ha-1) followed by IET 9219 (2.29 t ha-1), IET 8886 (2.26 t ha-1), Rasi (2.24 t ha-1), Vikas (2.22 t ha-1) and IET 9994 (2.19 t ha-1) while the lowest grain yield was recorded in IET 9818 (1.84 t ha-1). Seed rates increased grain yield significantly up to 250 kg ha-1 (2.61 t ha-1) further increase in seed rate did not increase grain yield proportionately. Weed dry matter production reduced significantly up to 300 kg seed ha-1 (57.41 g). Significantly maximum weed dry matter was recorded in cv IET 9818. IET 8887 and IET 9994 recorded higher net returns of Rs. 810 ha-1 and Rs. 610 ha-1 respectively, Among different seed rates, mean maximum net returns of Rs. 1640 ha-1 was recorded by the seed rate of 250 kg ha-1.",0,"Effect of cultivars and seed rates on weed dynamics and grain yield of rice under wet seeded condition
SP Singh, B Sreedevi - ORYZA, 2006
Related articles",{},278,,,,,,,,
Gene action and combining ability analyses to develop NPT based rice hybrids in Chhattisgarh plains,"S Singh, P Favali, Wilfried Jokat",2006,,,,,"NERIES: NA6--BBOBS.netToward permanent marine seismic observatory | EPIC EPIC.awi.de Browse Search About Login Browse Search About EPIC.awi.de Login hdl:10013/epic.32837 NERIES: NA6--BBOBS.netToward permanent marine seismic observatory Singh, S., Favali, P. and Jokat, Wilfried ORCID: https://orcid.org/0000-0002-7793-5854 ; Contact Wilfried.Jokat [ at ] awi.de Abstract Item Type Conference (Talk) Authors Singh, S., Favali, P. and Jokat, Wilfried ORCID: https://orcid.org/0000-0002-7793-5854 ; Divisions AWI Organizations > Geosciences > Geophysics Programs Helmholtz Research Programs > MARCOPOLI (2004-2008) > MAR-MARCOPOLI Helmholtz Research Programs > MARCOPOLI (2004-2008) > MAR2-Palaeo Climate Mechanisms and Variability Peer revision Not peer-reviewed Publication Status Published Event Details NERIES Kick-off meeting, Utrecht, The Netherlands.. Eprint ID …",0,"NERIES: NA6--BBOBS. netToward permanent marine seismic observatory
S Singh, P Favali, W Jokat - 2006
All 3 versions",{},,,,,,,,,
Tree Formation Using Coordinate Method,"SS Hiwale, SP Singh",2006,Indian Food Packer,60,4,THE ALL INDIAN FOOD PRESERVERS ASSOCIATION,,4,"Effect of Chemical Treatments and Storage Period on Shelf Life of Aonla (Emblica Officinalis Geartn.)
SS Hiwale, SP Singh - Indian Food Packer, 2006
Cited by 4 Related articles",{},52,,,,,,,,
Absence of CD 9 expression in acute myeloid leukemia: possible correlation with t (8; 21),"Manoj Kumar, Rannpal Singh, B Singh, SP Singh",2006,Progressive Agriculture,6,2,Society for Recent Development in Agriculture,"Genetic variability, heritability and genetic advance analysis was done using 45 F1 hybrid, 45 F2 generations and his parents obtained from (10x10) diallel mating design for traits viz., Days to flowering, Plant height (cm), Number of branches per plants, Length of first fruiting nodes (cm), Length of fruits (cm), Width of fruits, Number of fruit per plant, Weight of fruits per plant (Yield per plant). The magnitude of variability was higher significantly for all genotypes under study for all the characters. The estimates of PCV were greater than GCV, indicating the importance of environmental factors. High heritability was found in F1 for days to flowering (34.07%) and length of first fruiting node (31.72%).",0,"Evaluation of genetic variability, heritability and genetic advance in okra (Abelmoscus esculantus L. Moench)
M Kumar, R Singh, B Singh, SP Singh - Progressive Agriculture, 2006
Related articles",{},167-170,,,,,,,,
Functional outcomes of sensorimotor balance training as compared to dorsiflexor strengthening in elderly population,"R Bahadur, GS Chaturvedi, MP Singh, SP Singh, R Kumar",2006,Indian Journal of Pulses Research,19,2,INDIAN SOCIETY OF PULSES RESEARCH AND DEVELOPMENT,,2,"Effect of soil moisture on nitrate reductase activity and nodulation in lentil genotypes
R Bahadur, GS Chaturvedi, MP Singh, SP Singh… - Indian Journal of Pulses Research, 2006
Cited by 2 Related articles","{'2016': 1, '2017': 1}",201,,,,,,,,
Falls among older adults on anticoagulation: A quality improvement project,"MRM Rafiullah, M Ali, S Singh, KK Pillai",2006,第十五届国际药理学大会论文集,,,,"正 Objective: The aim was to evaluate the effect of methanolic extract of Nelumbo nucifera flowers (MNF) in streptozotocin-nicotinamide induced type 2 diabetes in rats. N. nucifera has been used in Unani medicine for treating diabetes. Method: Diabetes was induced in rats by streptozotocin (65 mg/kg) and nicotinamide (230 mg/kg)(ip) 15 minutes later. MNF (500 mg/kg) was administered for 21 days (po). Insulin tolerance test (on 21st day) and blood glucose. Serum insulin serum lipid profile, hepatic hexokinase and phosphoenol pyruvate carboxykinase (PEPCK) were determined. Results: The administration NMF decreased the blood glucose levels significantly (P 0.001). It increased the insulin sensitivity and decreased the serum cholesterol levels. HDL/total cholesterol ratio was increased. Serum insulin levels were not altered. Hexokinase activity was increased (P 0. 01) and activity of PEPCK decreased. The possible insuli-nomimetic action of the extract at the cellular levels requires further study. Conclusion: MNF was found to possess antidiabetic activity in streptozotocin-nicoti-namide induced type 2 diabetic rats.",0,"Antidiabetic activity of flowers of Nelumbo nucifera extract in streptozotocin-nicotinaniide induced type 2 diabetic rats
MRM Rafiullah, M Ali, S Singh, KK Pillai - 第十五届国际药理学大会论文集, 2006",{},,,,,,,,,
