Title,Authors,Publication date,Journal,Volume,Issue,Publisher,Description,Total citations,Scholar articles,Citation Count,Pages,Inventors,Patent office,Application number,Patent number,Conference,Institution,Book,Source
Is it luck or skill: establishing role of skill in mutual fund management and fantasy sports,"Devavrat Shah, John N Tsitsiklis, Yuan Zhong",2010/6/14,,,,,"We consider a switched network, a fairly general constrained queueing network model that has been used successfully to model the detailed packet-level dynamics in communication networks, such as input-queued switches and wireless networks. The main operational issue in this model is that of deciding which queues to serve, subject to certain constraints.
In this paper, we study qualitative performance properties of the well known α-weighted scheduling policies. The stability, in the sense of positive recurrence, of these policies has been well understood. We establish exponential upper bounds on the tail of the steady-state distribution of the backlog.
Along the way, we prove finiteness of the expected steady-state backlog when α<1, a property that was known only for α ≥ 1.
Finally, we analyze the excursions of the maximum backlog over a finite time horizon for α ≥ 1. As a consequence, for α ≥ 1, we …",14,"Qualitative properties of α-weighted scheduling policies
D Shah, JN Tsitsiklis, Y Zhong - Proceedings of the ACM SIGMETRICS international …, 2010
Cited by 14 Related articles All 16 versions",{},239-250,,,,,,,Proceedings of the ACM SIGMETRICS international conference on Measurement and modeling of computer systems,
Sample efficient reinforcement learning via low-rank matrix estimation,"Devavrat Shah, Jinwoo Shin",2010/6/14,ACM SIGMETRICS Performance Evaluation Review,38,1,ACM,"In the past year or so, an exciting progress has led to throughput optimal design of CSMA-based algorithms for wireless networks. However, such an algorithm suffers from very poor delay performance. A recent work suggests that it is impossible to design a CSMA-like simple algorithm that is throughput optimal and induces low delay for any wireless network. However, wireless networks arising in practice are formed by nodes placed, possibly arbitrarily, in some geographic area.
In this paper, we propose a CSMA algorithm with per-node average-delay bounded by a constant, independent of the network size, when the network has geometry (precisely, polynomial growth structure) that is present in any practical wireless network. Two novel features of our algorithm, crucial for its performance, are (a) choice of access probabilities as an appropriate function of queue-sizes, and (b) use of local network topological …",64,"Delay optimal queue-based CSMA
D Shah, J Shin - ACM SIGMETRICS Performance Evaluation Review, 2010
Cited by 64 Related articles All 6 versions","{'2011': 5, '2012': 12, '2013': 11, '2014': 9, '2015': 3, '2016': 5, '2017': 5, '2018': 4, '2019': 1, '2020': 3, '2021': 2, '2022': 3}",373-374,,,,,,,,
Improvement in Satellite Images by Amalgam of Brovey and PCA Algorithm with Artificial Neural Network,"Devavrat Shah, Jinwoo Shin",2010/6/14,ACM SIGMETRICS Performance Evaluation Review,38,1,ACM,"Game theoretic modeling and equilibrium analysis of congestion games have provided insights in the performance of Internet congestion control, road transportation networks, etc. Despite the long history, very little is known about their transient (non equilibrium) performance. In this paper, we are motivated to seek answers to questions such as how long does it take to reach equilibrium, when the system does operate near equilibrium in the presence of dynamics, e.g. nodes join or leave. , or the tradeoff between performance and the rate of dynamics. In this pursuit, we provide three contributions in this paper. First, a novel probabilistic model to capture realistic behaviors of agents allowing for the possibility of arbitrariness in conjunction with rationality. Second, evaluation of (a) time to converge to equilibrium under this behavior model and (b) distance to Nash equilibrium. Finally, determination of tradeoff between …",73,"Dynamics in congestion games
D Shah, J Shin - ACM SIGMETRICS Performance Evaluation Review, 2010
Cited by 73 Related articles All 11 versions","{'2009': 1, '2010': 2, '2011': 5, '2012': 9, '2013': 4, '2014': 8, '2015': 9, '2016': 4, '2017': 8, '2018': 9, '2019': 4, '2020': 6, '2021': 2, '2022': 1, '2023': 1}",107-118,,,,,,,,
Model agnostic time series analysis via matrix estimation,"Venkat Chandar, Devavrat Shah, Gregory W Wornell",2010/6/13,,,,IEEE,"We consider the recovery of a nonnegative vector x from measurements y = Ax, where A ∈ {0, 1} m×n . We establish that when A corresponds to the adjacency matrix of a bipartite graph with sufficient expansion, a simple message-passing algorithm produces an estimate x^ of x satisfying ∥x-x^∥ 1 ≤ O(n/k) ∥x-x (k) ∥1, where x (k) is the best k-sparse approximation of x. The algorithm performs O(n(log(n/k)) 2 log (k)) computation in total, and the number of measurements required is m = O(k log(n/k)). In the special case when x is k-sparse, the algorithm recovers x exactly in time O(n log(n/k) log(k)). Ultimately, this work is a further step in the direction of more formally developing the broader role of message-passing algorithms in solving compressed sensing problems.",44,"A simple message-passing algorithm for compressed sensing
V Chandar, D Shah, GW Wornell - 2010 IEEE International Symposium on Information …, 2010
Cited by 44 Related articles All 12 versions",{},1968-1972,,,,,2010 IEEE International Symposium on Information Theory,,,
Forecasting with alternative data,"Urs Niesen, Piyush Gupta, Devavrat Shah",2010/4/19,IEEE Transactions on Information Theory,56,5,IEEE,"We consider the question of determining the scaling of the n 2 -dimensional balanced unicast and the n 2 n -dimensional balanced multicast capacity regions of a wireless network with n nodes placed uniformly at random in a square region of area n and communicating over Gaussian fading channels. We identify this scaling of both the balanced unicast and multicast capacity regions in terms of ¿(n ) , out of 2 n total possible, cuts. These cuts only depend on the geometry of the locations of the source nodes and their destination nodes and the traffic demands between them, and thus can be readily evaluated. Our results are constructive and provide optimal (in the scaling sense) communication schemes.",64,"The balanced unicast and multicast capacity regions of large wireless networks
U Niesen, P Gupta, D Shah - IEEE Transactions on Information Theory, 2010
Cited by 56 Related articles All 13 versions
The capacity region of large wireless networks*
U Niesen, P Gupta, D Shah - 2008 46th Annual Allerton Conference on …, 2008
Cited by 10 Related articles All 5 versions",{},2249-2271,,,,,,,,
Nearest neighbors for matrix estimation interpreted as blind regression for latent variable model,"Devavrat Shah, Jinwoo Shin",2010/3/14,arXiv preprint arXiv:1003.2749,,,,"Recently there has been considerable interest in the design of efficient carrier sense multiple access(CSMA) protocol for wireless network. The basic assumption underlying recent results is availability of perfect carrier sense information. This allows for design of continuous time algorithm under which collisions are avoided. The primary purpose of this note is to show how these results can be extended in the case when carrier sense information may not be perfect, or equivalently delayed. Specifically, an adaptation of algorithm in Rajagopalan, Shah, Shin (2009) is presented here for time slotted setup with carrier sense information available only at the end of the time slot. To establish its throughput optimality, in additon to method developed in Rajagopalan, Shah, Shin (2009), understanding properties of stationary distribution of a certain non-reversible Markov chain as well as bound on its mixing time is essential. This note presents these key results. A longer version of this note will provide detailed account of how this gets incorporated with methods of Rajagopalan, Shah, Shin (2009) to provide the positive recurrence of underlying network Markov process. In addition, these results will help design optimal rate control in conjunction with CSMA in presence of collision building upon the method of Jiang, Shah, Shin, Walrand (2009).",3,"Efficient queue-based CSMA with collisions
D Shah, J Shin - arXiv preprint arXiv:1003.2749, 2010
Cited by 3 Related articles All 4 versions","{'2011': 2, '2012': 1}",,,,,,,,,
Dataset completion,"Masood Qazi, Mehul Tikekar, Lara Dolecek, Devavrat Shah, Anantha Chandrakasan",2010/3/8,,,,IEEE,"The impact of process variation in deep-submicron technologies is especially pronounced for SRAM architectures which must meet demands for higher density and higher performance at increased levels of integration. Due to the complex structure of SRAM, estimating the effect of process variation accurately has become very challenging. In this paper, we address this challenge in the context of estimating SRAM timing variation. Specifically, we introduce a method called loop flattening that demonstrates how the evaluation of the timing statistics in the complex, highly structured circuit can be reduced to that of a single chain of component circuits. To then very quickly evaluate the timing delay of a single chain, we employ a statistical method based on importance sampling augmented with targeted, high-dimensional, spherical sampling. Overall, our methodology provides an accurate estimation with 650X or greater …",100,"Loop flattening & spherical sampling: Highly efficient model reduction techniques for SRAM yield analysis
M Qazi, M Tikekar, L Dolecek, D Shah… - 2010 Design, automation & test in Europe conference …, 2010
Cited by 100 Related articles All 12 versions","{'2009': 1, '2010': 4, '2011': 4, '2012': 9, '2013': 5, '2014': 13, '2015': 11, '2016': 14, '2017': 4, '2018': 8, '2019': 7, '2020': 9, '2021': 7, '2022': 4}",801-806,,,,,"2010 Design, automation & test in Europe conference & exhibition (DATE 2010)",,,
Entity tracking,"Damon Mosk-Aoyama, Tim Roughgarden, Devavrat Shah",2010,SIAM Journal on Optimization,20,6,Society for Industrial and Applied Mathematics,"We design and analyze a fully distributed algorithm for convex constrained optimization in networks without any consistent naming infrastructure. The algorithm produces an approximately feasible and near-optimal solution in time polynomial in the network size, the inverse of the permitted error, and a measure of curvature variation in the dual optimization problem. It blends, in a novel way, gossip-based information spreading, iterative gradient ascent, and the barrier method from the design of interior-point algorithms.",42,"Fully distributed algorithms for convex optimization problems
D Mosk-Aoyama, T Roughgarden, D Shah - SIAM Journal on Optimization, 2010
Cited by 42 Related articles All 18 versions","{'2011': 1, '2012': 3, '2013': 1, '2014': 5, '2015': 9, '2016': 4, '2017': 6, '2018': 3, '2019': 4, '2020': 2, '2021': 1, '2022': 2, '2023': 1}",3260-3279,,,,,,,,
Robust Max Entrywise Error Bounds for Sparse Tensor Estimation via Similarity Based Collaborative Filtering,"Kyomin Jung, Devavrat Shah, Jinwoo Shin",2009/12/28,IEEE Transactions on Information Theory,56,1,IEEE,"Motivated by applications of distributed linear estimation, distributed control, and distributed optimization, we consider the question of designing linear iterative algorithms for computing the average of numbers in a network. Specifically, our interest is in designing such an algorithm with the fastest rate of convergence given the topological constraints of the network. As the main result of this paper, we design an algorithm with the fastest possible rate of convergence using a nonreversible Markov chain on the given network graph. We construct such a Markov chain by transforming the standard Markov chain, which is obtained using the Metropolis-Hastings method. We call this novel transformation pseudo-lifting . We apply our method to graphs with geometry, or graphs with doubling dimension. Specifically, the convergence time of our algorithm (equivalently, the mixing time of our Markov chain) is proportional to the …",41,"Distributed averaging via lifted Markov chains
K Jung, D Shah, J Shin - IEEE Transactions on Information Theory, 2009
Cited by 41 Related articles All 15 versions",{},634-647,,,,,,,,
Revisiting stochastic loss networks: Structures and approximations,"Atilla Eryilmaz, Asuman Ozdaglar, Devavrat Shah, Eytan Modiano",2009/11/3,IEEE/ACM Transactions on Networking,18,2,IEEE,"In this paper, we provide and study a general framework that facilitates the development of distributed mechanisms to achieve full utilization of multihop wireless networks. In particular, we describe a generic randomized routing, scheduling, and flow control scheme that allows for a set of imperfections in the operation of the randomized scheduler to account for potential errors in its operation. These imperfections enable the design of a large class of low-complexity and distributed implementations for different interference models. We study the effect of such imperfections on the stability and fairness characteristics of the system and explicitly characterize the degree of fairness achieved as a function of the level of imperfections. Our results reveal the relative importance of different types of errors on the overall system performance and provide valuable insight to the design of distributed controllers with favorable fairness …",63,"Distributed cross-layer algorithms for the optimal control of multihop wireless networks
A Eryilmaz, A Ozdaglar, D Shah, E Modiano - IEEE/ACM Transactions on Networking, 2009
Cited by 63 Related articles All 16 versions","{'2008': 2, '2009': 2, '2010': 4, '2011': 11, '2012': 11, '2013': 6, '2014': 6, '2015': 6, '2016': 3, '2017': 4, '2018': 2, '2019': 3, '2020': 2}",638-651,,,,,,,,
Interactions between learning and broadcasting in wireless recommendation systems,"Sujay Sanghavi, Devavrat Shah, Alan S Willsky",2009/10/20,IEEE Transactions on Information Theory,55,11,IEEE,"In this paper, we investigate the use of message-passing algorithms for the problem of finding the max-weight independent set (MWIS) in a graph. First, we study the performance of the classical loopy max-product belief propagation. We show that each fixed-point estimate of max product can be mapped in a natural way to an extreme point of the linear programming (LP) polytope associated with the MWIS problem. However, this extreme point may not be the one that maximizes the value of node weights; the particular extreme point at final convergence depends on the initialization of max product. We then show that if max product is started from the natural initialization of uninformative messages, it always solves the correct LP, if it converges. This result is obtained via a direct analysis of the iterative algorithm, and cannot be obtained by looking only at fixed points. The tightness of the LP relaxation is thus necessary …",146,"Message passing for maximum weight independent set
S Sanghavi, D Shah, AS Willsky - IEEE Transactions on Information Theory, 2009
Cited by 146 Related articles All 13 versions","{'2008': 1, '2009': 8, '2010': 8, '2011': 15, '2012': 8, '2013': 16, '2014': 18, '2015': 12, '2016': 7, '2017': 8, '2018': 7, '2019': 10, '2020': 9, '2021': 8, '2022': 9}",4822-4834,,,,,,,,
Iterative collaborative filtering for sparse noisy tensor estimation,"Venkat Chandar, Devavrat Shah, Gregory W Wornell",2009/9/30,,,,IEEE,"In a variety of applications, ranging from highspeed networks to massive databases, there is a need to maintain histograms and other statistics in a streaming manner. Motivated by such applications, we establish the existence of efficient source codes that are both locally encodable and locally decodable. Our solution is an explicit construction in the form of a (randomized) data structure for storing N integers. The construction uses multi-layered sparse graph codes based on Ramanujan graphs, and has the following properties: (a) the structure utilizes minimal possible space, and (b) the value of any of the integers can be read or updated in near constant time (on average and with high probability). By contrast, data structures proposed in the context of streaming algorithms and compressed sensing in recent years (e.g., various sketches) support local encodability, but not local decodability; and those known as …",18,"A locally encodable and decodable compressed data structure
V Chandar, D Shah, GW Wornell - 2009 47th Annual Allerton Conference on …, 2009
Cited by 18 Related articles All 8 versions",{},613-619,,,,,"2009 47th Annual Allerton Conference on Communication, Control, and Computing (Allerton)",,,
Approximately Reversible Stochastic Processing Networks,"Urs Niesen, Piyush Gupta, Devavrat Shah",2009/8/18,IEEE Transactions on Information Theory,55,9,IEEE,"In recent work, Ozgur, Leveque, and Tse (2007) obtained a complete scaling characterization of throughput scaling for random extended wireless networks (i.e., n nodes are placed uniformly at random in a square region of area n ). They showed that for small path-loss exponents alpha isin (2,3] , cooperative communication is order optimal, and for large path-loss exponents alpha > 3 , multihop communication is order optimal. However, their results (both the communication scheme and the proof technique) are strongly dependent on the regularity induced with high probability by the random node placement. In this paper, we consider the problem of characterizing the throughput scaling in extended wireless networks with arbitrary node placement. As a main result, we propose a more general novel cooperative communication scheme that works for arbitrarily placed nodes. For small path-loss exponents …",115,"On capacity scaling in arbitrary wireless networks
U Niesen, P Gupta, D Shah - IEEE Transactions on Information Theory, 2009
Cited by 115 Related articles All 16 versions","{'2008': 5, '2009': 11, '2010': 13, '2011': 19, '2012': 11, '2013': 15, '2014': 12, '2015': 3, '2016': 8, '2017': 6, '2018': 2, '2019': 3, '2020': 2, '2021': 1, '2022': 1}",3959-3982,,,,,,,,
mrsc: Multi-dimensional robust synthetic control,"Lara Dolecek, Devavrat Shah",2009/6/28,,,,IEEE,"Motivated by the recent emergence of large online social networks, we seek to understand the effects the underlying social network (graph) structure and the information dynamics have on the creation of influence of an individual. We examine a natural model for information dynamics under two important temporal scales: a first impression setting and a long- term or equilibrated setting. We obtain a characterization of relevant network structures under these temporal aspects, thereby allowing us to formalize the existence of influential agents. Specifically, we find that the existence of an influential agent corresponds to: (a) strictly positive information theoretic capacity over an infinite-sized noisy broadcast tree network in the first impression case, and (b) positive recurrent property of an appropriate (countable state space) Markov chain in the long-term case. As an application of our results, we evaluate the parameter …",2,"Influence in a large society: Interplay between information dynamics and network structure
L Dolecek, D Shah - 2009 IEEE International Symposium on Information …, 2009
Cited by 2 Related articles All 4 versions","{'2013': 1, '2014': 1}",1574-1578,,,,,2009 IEEE International Symposium on Information Theory,,,
Zorro: A Model Agnostic System to Price Consumer Data,"Anil L Wanare, Dilip D Shah",2009/6,"International Journal of Signal Processing, Image Processing and Pattern Recognition",2,2,,"In this paper, we proposed a progressive time varying source channel coding system for transmitting image over wireless channels. Transmission of compressed image data over noisy channel is an important problem and has been investigated in a variety of scenarios. the core results obtained by a systematic method of instantaneous rate allocation between the progressive source coder and progressive channel coder. It is developed by closed form of expression for end-to-end distortion, rate allocation respectively in static channels. It is extended the static result to an algorithm for fading channels. It is introduced set DCT (blocks) approach is adapted to perform sub band decomposition followed by SPIHT (Set partitioning in Hierarchical tree)",0,"Progressive Source Channel Embedded Coding of Image Over Static (Memory Less) Channel
AL Wanare, DD Shah - International Journal of Signal Processing, Image …, 2009
Related articles All 3 versions",{},23-30,,,,,,,,
Application of Fusion Technique and Support Vector Machine for Identifying Specific Vegetation Type,Devavrat Shah,2009/6/1,Foundations and Trends® in Networking,3,1,"Now Publishers, Inc.","Unlike the Telephone network or the Internet, many of the next generation networks are not engineered for the purpose of providing efficient communication between various networked entities. Examples abound: sensor networks, peer-to-peer networks, mobile networks of vehicles and social networks. Indeed, these emerging networks do require algorithms for communication, computation, or merely spreading information. For example, estimation algorithms in sensor networks, broadcasting news through a peer-to-peer network, or viral advertising in a social network. These networks lack infrastructure; they exhibit unpredictable dynamics and they face stringent resource constraints. Therefore, algorithms operating within them need to be extremely simple, distributed, robust against networks dynamics, and efficient in resource utilization.",1144,"Gossip algorithms
D Shah - Foundations and Trends® in Networking, 2009
Cited by 439 Related articles All 13 versions
Maximizing throughput in wireless networks via gossiping*
E Modiano, D Shah, G Zussman - ACM SIGMETRICS Performance evaluation review, 2006
Cited by 368 Related articles All 16 versions
Computing separable functions via gossip*
D Mosk-Aoyama, D Shah - Proceedings of the twenty-fifth annual ACM symposium …, 2006
Cited by 230 Related articles All 15 versions
Fast distributed algorithms for computing separable functions*
D Mosk-Aoyama, D Shah - IEEE Transactions on Information Theory, 2008
Cited by 187 Related articles All 15 versions","{'2008': 16, '2009': 45, '2010': 52, '2011': 71, '2012': 86, '2013': 92, '2014': 112, '2015': 95, '2016': 87, '2017': 80, '2018': 74, '2019': 78, '2020': 61, '2021': 47, '2022': 46, '2023': 44}",1-125,,,,,,,,
Model agnostic highdimensional error-in-variable regression,"Justin Salez, Devavrat Shah",2009/5,Mathematics of operations research,34,2,INFORMS,"The random assignment problem asks for the minimum-cost perfect matching in the complete n× n bipartite graph 𝒦 nn with iid edge weights, say uniform on [0, 1]. In a remarkable work by Aldous [Aldous, D. 2001. The ζ (2) limit in the random assignment problem. RSA18 381–418], the optimal cost was shown to converge to ζ (2) as n→∞, as conjectured by Mézard and Parisi [Mézard, M., G. Parisi. 1987. On the solution of the random link matching problem. J. Phys. 48 1451–1459] through the so-called cavity method. The latter also suggested a nonrigorous decentralized strategy for finding the optimum, which turned out to be an instance of the belief propagation (BP) heuristic discussed by Pearl [Pearl, J. 1988. Probabilistic Reasoning in Intelligent Systems: Networks of Plausible Inference. Morgan Kaufmann, San Francisco]. In this paper we use the objective method to analyze the performance of BP as the size of …",32,"Belief propagation: an asymptotically optimal algorithm for the random assignment problem
J Salez, D Shah - Mathematics of operations research, 2009
Cited by 32 Related articles All 21 versions",{},468-480,,,,,,,,
Asynchronous approximation of a single component of the solution to a linear system,Devavrat Shah,2009/4/19,,,,IEEE,"Unlike the telephone network or the Internet, many of the next generation networks are not engineered for the purpose of providing efficient communication between various networked entities. Examples abound: sensor networks, peer-to-peer networks, mobile networks of vehicles and social networks. Indeed, these emerging networks do require algorithms for communication, computation, or merely spreading information. For example, estimation algorithms in sensor networks, broadcasting news through a peer-to-peer network, or viral advertising in a social network. These networks lack infrastructure; they exhibit unpredictable dynamics and they face stringent resource constraints. Therefore, algorithms operating within them need to be extremely simple, distributed, robust against network dynamics, and efficient in resource utilization. Gossip algorithms, as the name suggests, are built upon a gossip or rumor style …",24,"Network gossip algorithms
D Shah - 2009 IEEE International Conference on Acoustics …, 2009
Cited by 24 Related articles All 7 versions",{},3673-3676,,,,,"2009 IEEE International Conference on Acoustics, Speech and Signal Processing",,,
Time Series Predict DB.,"Urs Niesen, Piyush Gupta, Devavrat Shah",2009/4/19,,,,IEEE,"We study the problem of determining the multicast capacity region of a wireless network of n nodes randomly located in an extended area and communicating with each other over Gaussian fading channels. We obtain an explicit information- theoretic characterization of the scaling of the multicast capacity region for n nodes in terms of 2n weighted cuts. These cuts only depend on the geometry of the locations of the source nodes and their destination nodes and the traffic demands between them, and thus can be readily evaluated. The results are constructive and provide a two-layer architecture for achieving nearly the entire multicast capacity region in the scaling sense: The top layer routes traffic from each of the source nodes to its set of destination nodes, and the bottom layer physically distributes/concentrates traffic among appropriate nodes through one of the two cooperative communication schemes …",11,"The multicast capacity region of large wireless networks
U Niesen, P Gupta, D Shah - IEEE INFOCOM 2009, 2009
Cited by 11 Related articles All 4 versions",{},1881-1889,,,,,IEEE INFOCOM 2009,,,
On robustness of principal component regression,"Ramakrishna Gummadi, Kyomin Jung, Devavrat Shah, Ramavarapu Sreenivas",2009/4/19,,,,Ieee,"We consider a wireless network of n nodes that communicate over a common wireless medium under some interference constraints. Our work is motivated by the need for an efficient and distributed algorithm to determine the n2 dimensional unicast capacity region of such a wireless network. Equivalently, given a vector of end-to-end rates between various source-destination pairs, we seek to determine if it can be supported by the network through a combination of routing and scheduling decisions. This question is known to be NP-hard and hard to even approximate within n 1-o(1) factor for general graphs. In this paper, we first show that the whole n 2 dimensional unicast capacity region can be approximated to (1 plusmn epsiv) factor in polynomial time, and in a distributed manner, whenever the Max Weight Independent Set (MWIS) problem can be approximated in a similar fashion for the corresponding topology …",16,"Computing the capacity region of a wireless network
R Gummadi, K Jung, D Shah, R Sreenivas - IEEE INFOCOM 2009, 2009
Cited by 16 Related articles All 13 versions",{},1341-1349,,,,,IEEE INFOCOM 2009,,,
On reinforcement learning using Monte Carlo tree search with supervised learning: Non-asymptotic analysis,"Jay Kumar Sundararajan, Devavrat Shah, Muriel Médard, Michael Mitzenmacher, Joao Barros",2009/4/19,,,,IEEE,"We propose a mechanism that incorporates network coding into TCP with only minor changes to the protocol stack, thereby allowing incremental deployment. In our scheme, the source transmits random linear combinations of packets currently in the congestion window. At the heart of our scheme is a new interpretation of ACKs - the sink acknowledges every degree of freedom (i.e., a linear combination that reveals one unit of new information) even if it does not reveal an original packet immediately. Such ACKs enable a TCP-compatible sliding-window approach to network coding. Our scheme has the nice property that packet losses are essentially masked from the congestion control algorithm. Our algorithm therefore reacts to packet drops in a smooth manner, resulting in a novel and effective approach for congestion control over networks involving lossy links such as wireless links. Our scheme also allows …",322,"Network coding meets TCP
JK Sundararajan, D Shah, M Médard, M Mitzenmacher… - IEEE INFOCOM 2009, 2009
Cited by 322 Related articles All 16 versions","{'2008': 1, '2009': 14, '2010': 22, '2011': 42, '2012': 36, '2013': 32, '2014': 39, '2015': 27, '2016': 19, '2017': 30, '2018': 17, '2019': 15, '2020': 6, '2021': 8, '2022': 6, '2023': 1}",280-288,,,,,IEEE INFOCOM 2009,,,
Implicit feedback policies for COVID-19: why “zero-COVID” policies remain elusive,"Jay Kumar Sundararajan, Devavrat Shah, Muriel Medard",2009/4/10,arXiv preprint arXiv:0904.1730,,,,"Current approaches to the practical implementation of network coding are batch-based, and often do not use feedback, except possibly to signal completion of a file download. In this paper, the various benefits of using feedback in a network coded system are studied. It is shown that network coding can be performed in a completely online manner, without the need for batches or generations, and that such online operation does not affect the throughput. Although these ideas are presented in a single-hop packet erasure broadcast setting, they naturally extend to more general lossy networks which employ network coding in the presence of feedback. The impact of feedback on queue size at the sender and decoding delay at the receivers is studied. Strategies for adaptive coding based on feedback are presented, with the goal of minimizing the queue size and delay. The asymptotic behavior of these metrics is characterized, in the limit of the traffic load approaching capacity. Different notions of decoding delay are considered, including an order-sensitive notion which assumes that packets are useful only when delivered in order. Our work may be viewed as a natural extension of Automatic Repeat reQuest (ARQ) schemes to coded networks.",48,"Feedback-based online network coding
JK Sundararajan, D Shah, M Medard - arXiv preprint arXiv:0904.1730, 2009
Cited by 48 Related articles All 5 versions",{},,,,,,,,,
Matrix Estimation for Individual Fairness,"Justin Salez, Devavrat Shah",2009/1/4,,,,Society for Industrial and Applied Mathematics,"The assignment problem concerns finding the minimum-cost perfect matching in a complete weighted n × n bipartite graph. Any algorithm for this classical question clearly requires Ω(n2) time, and the best known one (Edmonds and Karp, 1972) finds solution in O(n3). For decades, it has remained unknown whether optimal computation time is closer to n3 or n2. We provide answer to this question for random instance of assignment problem. Specifically, we establish that Belief Propagation finds solution in O(n2) time when edge-weights are i.i.d. with light tailed distribution.",14,"Optimality of belief propagation for random assignment problem
J Salez, D Shah - Proceedings of the Twentieth Annual ACM-SIAM …, 2009
Cited by 14 Related articles All 7 versions",{},187-196,,,,,,,Proceedings of the Twentieth Annual ACM-SIAM Symposium on Discrete Algorithms,
Counterfactual Identifiability of Bijective Causal Models,Devavrat Shah,2009,,,,,"We consider the question of computing Maximum A Posteriori (MAP) assignment in an arbitrary pair-wise Markov Random Field (MRF). We present a randomized iterative algorithm based on simple local updates. The algorithm, starting with an arbitrary initial assignment, updates it in each iteration by first, picking a random node, then selecting an (appropriately chosen) random local neighborhood and optimizing over this local neighborhood. Somewhat surprisingly, we show that this algorithm finds a near optimal assignment within n log 2 n iterations with high probability for any n node pair-wise MRF with geometry (i.e. MRF graph with polynomial growth) with the approximation error depending on (in a reasonable manner) the geometric growth rate of the graph and the average radius of the local neighborhood - this allows for a graceful tradeoff between the complexity of the algorithm and the approximation error. Through extensive simulations, we show that our algorithm finds extremely good approximate solutions for various kinds of MRFs with geometry.",0,"Local rules for global MAP: When do they work?
D Shah - 2009
Related articles All 2 versions",{},,,,,,,,,
Synthetic A/B Testing using Synthetic Interventions,D Shah,2009,Found. Trends® Netw.,3,1,,,2,"Foundations and trends® in networking
D Shah - Found. Trends® Netw., 2009
Cited by 2 Related articles",{},1-125,,,,,,,,
EVENT PREDICTION,"Michael Chertkov, V Chandrasekaran, D Gamarmik, D Shah, J Sin",2009/1/1,,,LA-UR-09-04233; LA-UR-09-4233,"Los Alamos National Lab.(LANL), Los Alamos, NM (United States)","The authors consider the problem of counting the number of independent sets or the partition function of a hard-core model in a graph. The problem in general is computationally hard (P hard). They study the quality of the approximation provided by the Bethe free energy. Belief propagation (BP) is a message-passing algorithm can be used to compute fixed points of the Bethe approximation; however, BP is not always guarantee to converge. As the first result, they propose a simple message-passing algorithm that converges to a BP fixed pont for any grapy. They find that their algorithm converges within a multiplicative error 1 + {var_epsilon} of a fixed point in {Omicron}(n{sup 2}E{sup -4} log{sup 3}(nE{sup -1})) iterations for any bounded degree graph of n nodes. In a nutshell, the algorithm can be thought of as a modification of BP with 'time-varying' message-passing. Next, they analyze the resulting error to the number of independent sets provided by such a fixed point of the Bethe approximation. Using the recently developed loop calculus approach by Vhertkov and Chernyak, they establish that for any bounded graph with large enough girth, the error is {Omicron}(n{sup -{gamma}}) for some {gamma} > 0. As an application, they find that for random 3-regular graph, Bethe approximation of log-partition function (log of the number of independent sets) is within o(1) of corret log-partition - this is quite surprising as previous physics-based predictions were expecting an error of o(n). In sum, their results provide a systematic way to find Bethe fixed points for any graph quickly and allow for estimating error in Bethe approximation using novel combinatorial …",0,"Counting independent sets using the Bethe approximation
M Chertkov, V Chandrasekaran, D Gamarmik, D Shah… - 2009
Related articles",{},,,,,,,,,
Robust Max Entrywise Error Bounds for Tensor Estimation from Sparse Observations via Similarity Based Collaborative Filtering,"Kyomin Jung, Pushmeet Kohli, Devavrat Shah",2009,Advances in Neural Information Processing Systems,22,,,"We consider the question of computing Maximum A Posteriori (MAP) assignment in an arbitrary pair-wise Markov Random Field (MRF). We present a randomized iterative algorithm based on simple local updates. The algorithm, starting with an arbitrary initial assignment, updates it in each iteration by first, picking a random node, then selecting an (appropriately chosen) random local neighborhood and optimizing over this local neighborhood. Somewhat surprisingly, we show that this algorithm finds a near optimal assignment within iterations on average and with high probability for {\em any} node pair-wise MRF with {\em geometry}(ie MRF graph with polynomial growth) with the approximation error depending on (in a reasonable manner) the geometric growth rate of the graph and the average radius of the local neighborhood--this allows for a graceful tradeoff between the complexity of the algorithm and the approximation error. Through extensive simulations, we show that our algorithm finds extremely good approximate solutions for various kinds of MRFs with geometry.",17,"Local rules for global map: When do they work?
K Jung, P Kohli, D Shah - Advances in Neural Information Processing Systems, 2009
Cited by 17 Related articles All 15 versions",{},,,,,,,,,
Systems and methods for synthetic interventions,"Vivek Farias, Srikanth Jagabathula, Devavrat Shah",2009,Advances in Neural Information Processing Systems,22,,,"We visit the following fundamental problem: For ageneric model of consumer choice (namely, distributions over preference lists) and a limited amount of data on how consumers actually make decisions (such as marginal preference information), how may one predict revenues from offering a particular assortment of choices? This problem is central to areas within operations research, marketing and econometrics. We present a framework to answer such questions and design a number of tractable algorithms (from a data and computational standpoint) for the same.",30,"A data-driven approach to modeling choice
V Farias, S Jagabathula, D Shah - Advances in Neural Information Processing Systems, 2009
Cited by 30 Related articles All 11 versions",{},,,,,,,,,
