Title,Authors,Publication date,Journal,Volume,Issue,Publisher,Description,Total citations,Scholar articles,Citation Count,Pages,Conference,Book,Source,Inventors,Patent office,Patent number,Application number,Institution
Carbon-backed thin tin (116Sn) isotope target fabrication by physical vapor deposition technique,,2017/12/26,,,,,"A method and system for laser pre-cutting a layered material (31) with a laser beam (14) is disclosed. The layered material (31) comprises at least one tensile stress layer (TSL), at least one compression stress layer (CSL1, CSL2), and at least one interface region (IR1, IR2) between the at least one tensile stress layer (TSL) and the at least one compression stress layer (CSL1, CSL2) and is transparent to allow propagation of the laser beam (14) through the layered material (31). The method may comprise setting an optical beam path (8) and a laser characteristic of the laser beam (14) such that an interaction of the laser beam (14) with the layered material (31) generates an elongate damage region (57) in the layered material (31), and, for each of a series of pre-cut positions (X N− 1, X N, X N+ 1) of the layered material (31), pre-cutting the layered material (31) by positioning the layered material (31) and the laser …",60,"High speed laser processing of transparent materials
MK Bhuyan, O Jedrkiewicz, P Di Trapani, V Sabonis… - US Patent 9,850,159, 2017
Cited by 60 Related articles All 4 versions","{'2016': 3, '2017': 6, '2018': 4, '2019': 16, '2020': 11, '2021': 11, '2022': 4, '2023': 4}",,,,,"Manoj K Bhuyan, Ottavia Jedrkiewicz, Paolo Di Trapani, Vytautas Sabonis, Mindaugas Mikutis",US,9850159,14443751,
Identification of human breathing-states using cardiac-vibrational signal for m-health applications,"Manoj Kumar Bhuyan, Praveen Kumar Velpula, Madhura Somayaji, Jean-Philippe Colombier, Razvan Stoian",2017/12/1,Journal of Laser Micro Nanoengineering,12,3,Reza Netsu Kako Kenkyukai,"With a quest to develop rapid and reliable three-dimensional nanofabrication techniques for photonic and fluidic applications, we exploited the potential of zero-order Bessel beams for fabricating high aspect ratio nano-structures in fused silica glass. In particular, the energetic conditions towards stable and uniform nanovoid fabrication were explored, correlating the laser pulse energy and temporal duration. The underlying carrier and structural dynamics revealed through multiscale timeresolved microscopy techniques in the case of Bessel pulse excitation of silica glass were also studied. We discovered different material relaxation pathways corresponding to material modifications of different morphologies such as increased and decreased refractive index structures.",10,"3D nano-fabrication using controlled bessel-glass interaction in ultra-fast modes
MK Bhuyan, PK Velpula, M Somayaji, JP Colombier… - Journal of Laser Micro Nanoengineering, 2017
Cited by 10 Related articles All 7 versions","{'2018': 1, '2019': 2, '2020': 4, '2021': 1, '2022': 1, '2023': 1}",274-280,,,,,,,,
Detection of Lymph Nodes using CNN from Contrast-Enhanced CT Images,"Manoj Kumar Bhuyan, Razvan Stoian, Koji Sugioka",2017/9/18,,,,Optica Publishing Group,"In the framework of laser-induced micro-and nanoscale material modification, we present results on ultrafast Bessel beam-glass interaction, inducing extended length scale material modification on single-shot basis. The possibility of high-level energy localization using non-diffractive Bessel beams has been shown using chirped pulses and moderate focusing conditions, drawing attentions in the fields of nonlinear optics and large volume material processing [1, 2]. Here, we show how ultrashort Bessel laser pulse interacts with fused silica glass in a tight focusing geometry and the follow-up material relaxation over a broad range of temporal domain ie ns–μs. The consequence of such interaction in terms of ultimate material transformation will be discussed.",0,"Nanoscale modification of glass via micro-explosion using ultrafast Bessel laser pulse
MK Bhuyan, R Stoian, K Sugioka - JSAP-OSA Joint Symposia, 2017
Related articles All 2 versions",{},8p_A410_2,JSAP-OSA Joint Symposia,,,,,,,
Detection of Cell Nuclei using LadderNet,"Manoj Kumar Bhuyan, Praveen Kumar Velpula, Jean-Philippe Colombier, Madhura Somayaji, Razvan Stoian",2017/9/3,,,,,"““Slow” development of nanoscaled voids in ultrafast laser micro-explosions in bulk dielectrics - Archive ouverte HAL Arrêt de service programmé du vendredi 10 juin 16h jusqu’au lundi 13 juin 9h. Pour en savoir plus Accéder directement au contenu Accéder directement à la navigation Toggle navigation HAL HAL - Archives Ouvertes La connaissance libre et partagée Accueil Dépôt Consultation Les derniers dépôts Par type de publication Par discipline Par année de publication Par structure de recherche Les portails de l'archive Recherche Documentation ujm-02045175, version 1 Poster ““Slow” development of nanoscaled voids in ultrafast laser micro-explosions in bulk dielectrics Manoj Kumar Bhuyan 1 Praveen Kumar Velpula 1 Jean-Philippe Colombier 1 Madhura Somayaji 1 Razvan Stoian 1 Détails 1 LHC - Laboratoire Hubert Curien [Saint Etienne] Type de document : Poster Domaine : Sciences de l'ingénieur …",0,"““Slow” development of nanoscaled voids in ultrafast laser micro-explosions in bulk dielectrics
MK Bhuyan, PK Velpula, JP Colombier, M Somayaji… - COLA 2017, 2017",{},,COLA 2017,,,,,,,
Pore Detection from Human Skin Image using U-Net,"MK Bhuyan, Madhura Somayaji, Alexandre Mermillod-Blondin, Florent Bourquard, Jean-Philippe Colombier, Razvan Stoian",2017/8/20,Optica,4,8,Optica Publishing Group,Ultrafast laser microexplosions in bulk material create extreme conditions at mesoscopic scales and are essential to the synthesis of extraordinary matter structural phases and to light structuring beyond the diffraction limit. Observing the transformation cycle can elucidate their evolution. We discuss multiscale relaxation dynamics in the formation of nanoscale structures in laser-irradiated fused silica. Tightly focused ultrafast nondiffractive Bessel beams are used to generate microexplosions that lead to uniform voids. These trigger thermodynamic nonequilibrium conditions in one-dimensional geometries with record excitation confinement down to 100 nm and electronic pressures in the gigapascal range. Time-resolved phase-contrast microscopy on nanosecond to microsecond scales indicates that void formation is a slow process developing from low-viscosity phases after persistent plasma fluid stages signaled via …,52,"Ultrafast laser nanostructuring in bulk silica, a “slow” microexplosion
MK Bhuyan, M Somayaji, A Mermillod-Blondin… - Optica, 2017
Cited by 52 Related articles All 4 versions","{'2017': 2, '2018': 8, '2019': 6, '2020': 12, '2021': 10, '2022': 7, '2023': 7}",951-958,,,,,,,,
A Review of Case Studies on Climate Change Impact on Hydrologic Cycle: An Indian Perspective,"Kaushal Pandya, Agrajit Gahlaut, Ratnakar K Yadav, Manas Bhuyan, Mainak Bandyopadhyay, BK Das, P Bharathi, Mahesh Vupugalla, KG Parmar, Himanshu Tyagi, Kartik Patel, Jignesh Bhagora, Hiren Mistri, Bhavesh Prajapati, Ravi Pandey, Arun K Chakraborty",2017/8/9,AIP Conference proceedings,1869,1,AIP Publishing LLC,"ROBIN, the first step in the Indian R&D program on negative ion beams has reached an important milestone, with the production of negative ions in the surface conversion mode through Cesium (Cs) vapor injection into the source. In the present set-up, negative hydrogen ion beam extraction is effected through an extraction area of ∼73.38 cm2 (146 apertures of 8mm diameter). The three grid electrostatic accelerator system of ROBIN is fed by high voltage DC power supplies (Extraction Power Supply System: 11kV, 35A and Acceleration Power Supply System: 35kV, 15A). Though, a considerable reduction of co-extracted electron current is usually observed during surface mode operation, in order to increase the negative ion current, various other parameters such as plasma grid temperature, plasma grid bias, extraction to acceleration voltage ratio, impurity control and Cs recycling need to be optimized. In the …",6,"First results from negative ion beam extraction in ROBIN in surface mode
K Pandya, A Gahlaut, RK Yadav, M Bhuyan… - AIP Conference proceedings, 2017
Cited by 6 Related articles All 2 versions","{'2019': 1, '2020': 2, '2021': 3}",030009,,,,,,,,
Accelerometric method for cuffless continuous blood pressure measurement,"M Bandyopadhyay, A Gahlaut, RK Yadav, K Pandya, H Tyagi, M Vupugalla, M Bhuyan, J Bhagora, A Chakraborty",2017/8/9,AIP Conference Proceedings,1869,1,AIP Publishing LLC,"ROBIN is inductively coupled plasma (ICP) based negative hydrogen ion source, operated with a 100kW, 1MHz Tetrode based RF generator (RFG). Inductive plasma ignition by the RFG in ROBIN is associated with electron seeding by a hot filament and a gas puff. RFG is triggered by the control system to deliver power just at the peak pressure of the gas puff. Once plasma is ignited due to proper impedance matching, a bright light, dominated by Hα (∼656nm wavelength) radiation is available inside RF driver which is used as a feedback signal to the RFG to continue its operation. If impedance matching is not correct, plasma is not produced due to lack of power coupling and bright light is not available. During such condition, reflected RF power may damage the RFG. Therefore, to protect the RFG, it needs to be switched off automatically within 200ms by the control system in such cases. This plasma light based …",0,"RF generator interlock by plasma grid bias current–An alternate to Hα interlock
M Bandyopadhyay, A Gahlaut, RK Yadav, K Pandya… - AIP Conference Proceedings, 2017
Related articles All 2 versions",{},030034,,,,,,,,
Low Cost Data Glove for Hand Gesture Recognition by Finger Bend Measurement,"Ananya Choudhury, Anjan Kumar Talukdar, Manas Kamal Bhuyan, Kandarpa Kumar Sarma",2017/7/26,Journal of Intelligent Systems,26,3,De Gruyter,"Automatic sign language recognition (SLR) is a current area of research as this is meant to serve as a substitute for sign language interpreters. In this paper, we present the design of a continuous SLR system that can extract out the meaningful signs and consequently recognize them. Here, we have used height of the hand trajectory as a salient feature for separating out the meaningful signs from the movement epenthesis patterns. Further, we have incorporated a unique set of spatial and temporal features for efficient recognition of the signs encapsulated within the continuous sequence. The implementation of an efficient hand segmentation and hand tracking technique makes our system robust to complex background as well as background with multiple signers. Experiments have established that our proposed system can identify signs from a continuous sign stream with a 92.8% spotting rate.",16,"Movement epenthesis detection for continuous sign language recognition
A Choudhury, A Kumar Talukdar, M Kamal Bhuyan… - Journal of Intelligent Systems, 2017
Cited by 16 Related articles All 2 versions",{},471-481,,,,,,,,
A Novel Global Motion Estimation and Compensation Framework in Compressed Domain for Sign Language Videos,"Sunil Kumar, Manas Kamal Bhuyan, Biplab Ketan Chakraborty",2017/6,Journal on Multimodal User Interfaces,11,,Springer International Publishing,"In general, the most common form of gestures is made up of movements of the hand and/or arm associated with facial expressions. In this, the hand is used to make different message signs, while facial movements are used to reflect the mood and emotion of the person. In this paper, some sign language gestures are recognized only with the help of associated facial expressions. Existing facial expression based sign language recognition (SLR) methods only used facial geometric features to recognize sign language gestures. However, the performance of geometric feature-based SLR methods depends on the accuracy of tracking algorithms and the number of facial landmark points. Additionally, facial textures are more informative as compared to the geometric features of a face. Inspiring from these facts, we propose to recognize sign language gestures with the help of spatio-temporal characteristics of …",10,"Extraction of texture and geometrical features from informative facial regions for sign language recognition
S Kumar, MK Bhuyan, BK Chakraborty - Journal on Multimodal User Interfaces, 2017
Cited by 10 Related articles All 2 versions","{'2017': 1, '2018': 1, '2019': 2, '2020': 4, '2021': 1, '2022': 1}",227-239,,,,,,,,
Image mosaicking using improved auto-sorting algorithm and local difference-based harris features,"Maxime Royon, Ciro d'Amico, Johann Troles, Céline Caillaud, Emmanuel Marin, Laurent Calvez, Virginie Nazabal, Jean-Philippe Colombier, Manoj Kumar Bhuyan, G Cheng, Madhura Somayaji, Praveen Kumar Velpula, Razvan Stoian",2017/5/23,,,,,"Material pre-conditioning for high-contrast refractive index changes in 3D ultrafast laser photoinscription - Archive ouverte HAL Arrêt de service programmé du vendredi 10 juin 16h jusqu’au lundi 13 juin 9h. Pour en savoir plus Accéder directement au contenu Accéder directement à la navigation Toggle navigation HAL HAL - Archives Ouvertes La connaissance libre et partagée Accueil Dépôt Consultation Les derniers dépôts Par type de publication Par discipline Par année de publication Par structure de recherche Les portails de l'archive Recherche Documentation ujm-02045180, version 1 Communication dans un congrès Material pre-conditioning for high-contrast refractive index changes in 3D ultrafast laser photoinscription Maxime Royon 1 Ciro d'Amico 1 Johann Troles 2 Céline Caillaud 3 Emmanuel Marin 1 Laurent Calvez 2 Virginie Nazabal 2 Jean-Philippe Colombier 1 Manoj Kumar Bhuyan 1 G. Cheng 4 …",0,"Material pre-conditioning for high-contrast refractive index changes in 3D ultrafast laser photoinscription
M Royon, C d'Amico, J Troles, C Caillaud, E Marin… - Laser Precision Microfabrication LPM 2017, 2017",{},,Laser Precision Microfabrication LPM 2017,,,,,,,
Two-stream fusion model for dynamic hand gesture recognition using 3d-cnn and 2d-cnn optical flow guided motion template,"Guillermo Martin, Manoj Bhuyan, Johann Troles, Ciro D’Amico, Razvan Stoian, Etienne Le Coarer",2017/4/3,Optics express,25,7,Optica Publishing Group,"Guided optics spectrometers can be essentially classified into two main families: based on Fourier transform or dispersion. In the first case, an interferogram generated inside an optical waveguide and containing the spectral information is sampled using spatially distributed nanodetectors. These scatter quasi-non-perturbingly light into the detector that is in contact with the waveguide, helping to reconstruct the stationary wave. A dedicated FFT processing is needed in order to recover the spectrum with high resolution but limited spectral range. Another way is to directly disperse the different wavelengths to different pixels, either introducing differential optical path in the same propagation plane (multiple Mach-Zehnder interferometers or Arrayed Waveguides Gratings), or using a periodic structure to perpendicularly extract the optical signal confined in a waveguide (photonic crystals or surface gratings), and by means …",21,"Near infrared spectro-interferometer using femtosecond laser written GLS embedded waveguides and nano-scatterers
G Martin, M Bhuyan, J Troles, C D'Amico, R Stoian… - Optics express, 2017
Cited by 21 Related articles All 6 versions","{'2018': 3, '2019': 2, '2020': 4, '2021': 5, '2022': 2, '2023': 5}",8386-8397,,,,,,,,
Delineation and analysis of seismocardiographic systole and diastole profiles,"Daimu Oiwa, Shinji Fukui, Yuji Iwahori, Tsuyoshi Nakamura, Boonserm Kijsirikul, Manas Kamal Bhuyan",2017/4/1,International Journal of Software Innovation (IJSI),5,2,IGI Global,This paper proposes an approach for a robust tracking method to the objects intersection with appearances similar to a target object. The target is image sequences taken by a moving camera in this paper. Tracking methods using color information tend to track mistakenly a background region or an object with color similar to the target object since the proposed method is based on the particle filter. The method constructs the probabilistic background model by the histogram of the optical flow and defines the likelihood function so that the likelihood in the region of the target object may become large. This leads to increasing the accuracy of tracking. The probabilistic background model is made by the density forests. It can infer a probabilistic density fast. The proposed method can process faster than the authors' previous approach by introducing the density forests. Results are demonstrated by experiments using the …,0,"Probabilistic Background Model by Density Forests for Tracking
D Oiwa, S Fukui, Y Iwahori, T Nakamura, B Kijsirikul… - International Journal of Software Innovation (IJSI), 2017
Related articles All 3 versions",{},1-16,,,,,,,,
A novel algorithm for shot boundary detection and segmentation of broadcast news videos,"Amit Vishwakarma, MK Bhuyan",2017/3/22,,,,IEEE,"Due to wide image processing applications, image fusion techniques are the field of extensive research. The visible and infrared images obtained from two different sensors. The image fusion technique can be applied to fuse these source images to get a more informative fused image. The proposed method uses nonsubsampled shearlet transform (NSST) for the decomposition of source images into low- and high-frequency bands. The low-frequency bands are fused using weighted saliency-based fusion rule, and the high-frequency bands are fused using phase stretch transform based fusion rule. Then, inverse NSST is applied to obtain the fused image. The objective and subjective comparison show that the proposed method provides the better results compared with the existing methods.",1,"Infrared and visible image fusion using NSST and phase stretch transform
A Vishwakarma, MK Bhuyan - … on Wireless Communications, Signal Processing and …, 2017
Cited by 1 Related articles",{'2019': 1},472-476,"2017 International Conference on Wireless Communications, Signal Processing and Networking (WiSPNET)",,,,,,,
Image specific discriminative feature extraction for skin segmentation,"Pawan Kumar Dixit, Yuji Iwahori, MK Bhuyan, Kunio Kasugai, Amit Vishwakarma",2017/3/22,,,,IEEE,"In this paper, a new approach to recover 3D shape of a polyp from the endoscopic video is proposed. For this, a point light source of illumination, perspective projection and six-degree motion of the endoscope are considered. Previous approaches attempted to recover polyp shape with the help of extended Kalman filter (EKF) and monocular simultaneous localization and mapping (SLAM) from a static scene. Our approach uses iterative data acquisition approach with the existing EKF Monocular SLAM and the intensity model prior. Our method constructs a dense 3D model of polyp by utilizing sparse data, which are collected by a Monocular EKF SLAM and a base model prior. Experimental results show the efficacy of our proposed method.",1,"Polyp shape estimation from endoscopy video using ekf monocular slam with sfs model prior
PK Dixit, Y Iwahori, MK Bhuyan, K Kasugai… - … on Wireless Communications, Signal Processing and …, 2017
Cited by 1 Related articles",{'2019': 1},52-57,"2017 International Conference on Wireless Communications, Signal Processing and Networking (WiSPNET)",,,,,,,
Study on production and extraction of negative impurity ions in a caesiated negative ion source,"M Bandyopadhyay, A Chakraborty, C Rotti, J Joshi, H Patel, A Yadav, S Shah, H Tyagi, D Parmar, Dass Sudhir, A Gahlaut, G Bansal, J Soni, K Pandya, R Pandey, R Yadav, MV Nagaraju, V Mahesh, S Pillai, D Sharma, D Singh, M Bhuyan, H Mistry, K Parmar, M Patel, K Patel, B Prajapati, H Shishangiya, M Vishnudev, J Bhagora",2017/3/1,Journal of Physics: Conference Series,823,1,IOP Publishing,"To characterize ITER Diagnostic Neutral Beam (DNB) system with full specification and to support IPR's negative ion beam based neutral beam injector (NBI) system development program, a R&D facility, named INTF is under commissioning phase. Implementation of a successful DNB at ITER requires several challenges need to be overcome. These issues are related to the negative ion production, its neutralization and corresponding neutral beam transport over the path lengths of∼ 20.67 m to reach ITER plasma. DNB is a procurement package for INDIA, as an in-kind contribution to ITER. Since ITER is considered as a nuclear facility, minimum diagnostic systems, linked with safe operation of the machine are planned to be incorporated in it and so there is difficulty to characterize DNB after onsite commissioning. Therefore, the delivery of DNB to ITER will be benefited if DNB is operated and characterized prior to …",7,"Indian Test Facility (INTF) and its updates
M Bandyopadhyay, A Chakraborty, C Rotti, J Joshi… - Journal of Physics: Conference Series, 2017
Cited by 7 Related articles All 6 versions",{},012001,,,,,,,,
Design of breathing-states detector for m-health platform using seismocardiographic signal,"Biplab Ketan Chakraborty, Manas Kamal Bhuyan, Sunil Kumar",2017/3/1,Pattern Recognition Letters,88,,North-Holland,"Skin colour detection in unconstrained and natural environment is a critical research problem. Skin regions show slightly different chrominance properties for different ambient conditions. Accuracy of detection is mostly affected either due to background colour similarity with the skin and/or poor illumination condition. To address this specific issue, a novel skin detection method is proposed by utilizing the information of pixel distribution in an image for a particular colour space. In our method, a local skin distribution model (LSDM) is derived from the image pixel distribution model using pixels from the facial region as reference. Finally, a combined skin distribution model is obtained by fusing the LSDM with the global skin colour distribution model. Subsequently, a dynamic region growing (DRG) method is proposed to allow the skin regions to grow dynamically. Our proposed DRG minimizes the overall detection error …",25,"Combining image and global pixel distribution model for skin colour segmentation
BK Chakraborty, MK Bhuyan, S Kumar - Pattern Recognition Letters, 2017
Cited by 25 Related articles All 6 versions","{'2017': 1, '2018': 3, '2019': 2, '2020': 8, '2021': 8, '2022': 3}",33-40,,,,,,,,
Semantic segmentation based hand gesture recognition using deep neural networks,"T Malathi, Manas Kamal Bhuyan",2017/3,Multimedia Tools and Applications,76,,Springer US,"Gabor wavelet can extract most informative and efficient texture features for different computer vision and multimedia applications. Features extracted by Gabor wavelet have similar information as visualized by the receptive field of simple cells in the visual cortex of the mammalian brains. This motivates researchers to use Gabor wavelet for feature extraction. Gabor wavelet features are used for many multimedia applications such as stereo matching, face and facial expression recognition (FER), texture representation for segmentation. This motivates us to analyze Gabor features to evaluate their effectiveness in representing an image. In this paper, three major characteristics of Gabor features are established viz., (i) Real coefficients of Gabor wavelet alone is sufficient enough to represent an image; (ii) Local Gabor wavelet features with overlapping regions represent an image more accurately as compared …",4,"Performance analysis of gabor wavelet for extracting most informative and efficient features
T Malathi, MK Bhuyan - Multimedia Tools and Applications, 2017
Cited by 4 Related articles All 5 versions",{},8449-8469,,,,,,,,
Mediastinal Lymph Node Detection using Deep Learning.,"Yohei Takada, Tokiko Shiina, Hiroyasu Usami, Yuji Iwahori, MK Bhuyan",2017/2/19,The Ninth International Conferences on Pervasive Patterns and Applications Defect,100,,,,26,"Defect detection and classification of electronic circuit boards using keypoint extraction and CNN features
Y Takada, T Shiina, H Usami, Y Iwahori, MK Bhuyan - The Ninth International Conferences on Pervasive …, 2017
Cited by 26 Related articles","{'2018': 3, '2019': 4, '2020': 5, '2021': 7, '2022': 3, '2023': 4}",113-116,,,,,,,,
Colorectal polyp classification based on latent sharing features domain from multiple endoscopy images,"Yuji Iwahori, Hiroaki Hagi, Hiroyasu Usami, Robert J Woodham, Aili Wang, Manas Kamal Bhuyan, Kunio Kasugai",2017,,,,,"An endoscope is a medical instrument that acquires images inside the human body. This paper proposes a new approach for the automatic detection of polyp regions in an endoscope image by generating a likelihood map with both of edge and color information to obtain high accuracy so that probability becomes high at around polyp candidate region. Next, Histograms of Oriented Gradients (HOG) features are extracted from the detected region and random forests are applied for the classification to judge whether the detected region is polyp region or not. It is shown that the proposed approach has high accuracy for the polyp detection and the usefulness is confirmed through the computer experiments with endoscope images.",6,"Automatic Polyp Detection from Endoscope Image using Likelihood Map based on Edge Information.
Y Iwahori, H Hagi, H Usami, RJ Woodham, A Wang… - ICPRAM, 2017
Cited by 6 Related articles",{},402-409,ICPRAM,,,,,,,
Interdependent Multi-task Learning for Simultaneous Segmentation and Detection.,"Mayank Golhar, Yuji Iwahori, Manas Kamal Bhuyan, Kenji Funahashi, Kunio Kasugai",2017,,,,,"This paper proposes a model for blood vessel detection in endoscopic images. A novel SVM-based scene classification of endoscopic images is used. This SVM-based model classifies images into four classes on the basis of dye content and blood vessel presence in the scene, using various colour, edge and texture based features. After classification, a vessel extraction method is proposed which is based on the Frangi vesselness approach. In original Frangi Vesselness results, it is observed that many non-blood vessel edges are inaccurately detected as blood vessels. So, two additions are proposed, background subtraction and a novel dissimilarity-detecting filtering procedure, which are able to discriminate between blood vessel and non-blood vessel edges by exploiting the symmetric nature property of blood vessels. It was found that the proposed approach gave better accuracy of blood vessel extraction when compared with the vanilla Frangi Vesselness approach and BCOSFIRE filter, another state-of-art vessel delineation approach.",3,"A Robust Method for Blood Vessel Extraction in Endoscopic Images with SVM-based Scene Classification.
M Golhar, Y Iwahori, MK Bhuyan, K Funahashi… - ICPRAM, 2017
Cited by 3 Related articles","{'2017': 1, '2018': 1, '2019': 1}",148-156,ICPRAM,,,,,,,
Laser polishing of 3D printed metallic components: a review on surface integrity,"Kaushal Pandya, Gourab Bansal, Agrajit Gahlaut, Jignesh Soni, Ratnakar K Yadav, Vuppugalla Mahesh, Himanshu Tyagi, KanuG Parmar, Hiren Mistri, Jighesh Bhagora, Bhavesh Prajapati, Kartik Patel, Manas Bhuyan, Mehul Gouswami, Mainak Bandyopadhyay, Arun K Chakraborty",2017/1/1,Fusion Engineering and Design,114,,North-Holland,"Operational commissioning of ROBIN forms an important milestone in the Indian programme on the R&D on negative ion beams. The commissioning activity has been effected in sequence, in synchronisation with the availability of High voltage Power Supply (HVPS) systems and routine operation has now been established in the cesiated, surface mode. Significant efforts have been placed in upgrading the system to initiate the surface mode operation. These include incorporation of a temperature controlled Cesium (Cs) delivery system, spectroscopic diagnostics for detection of Cs lines, installation of plasma grid heating and closed loop warm water circuit for source components heating and Doppler Shift Spectroscopy (DSS) system. The specific design and integration features for these upgrades are discussed and preliminary results obtained from the operation of ROBIN in the surface mode are presented.",12,"System upgradation for surface mode negative ion beam extraction experiments in ROBIN
K Pandya, G Bansal, A Gahlaut, J Soni, RK Yadav… - Fusion Engineering and Design, 2017
Cited by 12 Related articles All 7 versions","{'2018': 3, '2019': 2, '2020': 3, '2021': 2, '2022': 2}",187-191,,,,,,,,
Zernike moment and mutual information based methods for multimodal image registration,"Lei Huang, Yuji Iwahori, Aili Wang, Manas Kamal Bhuyan",2017,,,,Springer International Publishing,"This paper proposes an improved fast marching method to recover 3D shape from a Scanning Electron Microscope (SEM) image as a Shape from Shading approach. First, the method uses the second-order finite difference and the information of diagonal grid points to obtain highly accurate solution. Then the method speeds up with increasing the number of the neighboring points, and changes the update mode to avoid sorting processing. Finally, the results were compared between proposed method and previous method via simulation and real SEM image. Experimental results show the proposed method gives the better and faster 3D shape.",1,"3D Shape from SEM image Using Improved Fast Marching Method
L Huang, Y Iwahori, A Wang, MK Bhuyan - Advanced Concepts for Intelligent Vision Systems: 18th …, 2017
Cited by 1 Related articles",{'2018': 1},735-747,"Advanced Concepts for Intelligent Vision Systems: 18th International Conference, ACIVS 2017, Antwerp, Belgium, September 18-21, 2017, Proceedings 18",,,,,,,
Can Adversarial Networks Make Uninformative Colonoscopy Video Frames Clinically Informative?,"Daimu Oiwa, Shinji Fukui, Yuji Iwahori, Boonserm Kijsirikul, Tsuyoshi Nakamura, Manas Kamal Bhuyan",2017/1/1,Procedia computer science,112,,Elsevier,This paper proposes a new approach to archive the robust tracking of moving objects under moving camera environment where the similar moving objects cross each other. Tracking with moving camera sometimes fails to track the object with similar color objects or similar background. Proposed approach is a particle filter based approach. It introduces the likelihood calculated by probabilistic background model which is constructed using dense optical flow and fast density estimation. Proposed approach introduces SVM (Support Vector Machine)1 to judge the scene where it is difficult to construct the probabilistic background model with non-uniform optical flow. This SVM uses the degree histogram of optical flow. Usefulness of proposed approach is evaluated in the experiments using actual video and the performance is compared with recent tracking approaches by quantitative evaluations.,2,"Tracking with extraction of moving object under moving camera environment
D Oiwa, S Fukui, Y Iwahori, B Kijsirikul, T Nakamura… - Procedia computer science, 2017
Cited by 2 Related articles All 3 versions",{},1479-1487,,,,,,,,
A DWT-based encoder-decoder network for Specularity segmentation in colonoscopy images,"Shashi Kumar, Yuji Iwahori, Manas Kamal Bhuyan",2017,,,,Springer Singapore,"In this paper, a new model for defect classification of PCB is proposed which is inspired from bottom-up processing model of perception. The proposed model follows a non-referential based approach because aligning test and reference image may be difficult. In order to minimize learning complexity at each level, defect image is segmented into copper and non-copper parts. Copper and non-copper parts are analyzed separately. Final defect class is predicted by combining copper and non-copper defect classes. Edges provide unique information about distortion in copper disc. In this model, circularity measures are computed from edges of copper disc of a Copper part. For non-copper part, color information is unique for every defect type. A 3D color histogram can capture the global color distribution. The proposed model tries to compute the histogram using nonuniform bins. Variations in intensity ranges …",6,"PCB defect classification using logical combination of segmented copper and non-copper part
S Kumar, Y Iwahori, MK Bhuyan - Proceedings of International Conference on Computer …, 2017
Cited by 6 Related articles All 5 versions",{},523-532,"Proceedings of International Conference on Computer Vision and Image Processing: CVIP 2016, Volume 1",,,,,,,
A Hand Gesture-operated System for Rehabilitation using an End-to-End Detection Framework,"Biplab Ketan Chakraborty, Manas Kamal Bhuyan, Sunil Kumar",2016/12/18,,,,,"Skin colour detection under poor or varying illumination condition is a big challenge for various image processing and human-computer interaction applications. In this paper, a novel skin detection method utilizing image pixel distribution in a given colour space is proposed. The pixel distribution of an image can provide a better localization of the actual skin colour distribution of an image. Hence, a local skin distribution model (LSDM) is derived using the image pixel distribution model and its similarity with the global skin distribution model (GSDM). Finally, a fusion-based skin model is obtained using both the GSDM and the LSDM. Subsequently, a dynamic region growing method is employed to improve the overall detection rate. Experimental results show that proposed skin detection method can significantly improve the detection accuracy in presence of varying illumination conditions.",5,"Fusion-based skin detection using image distribution model
BK Chakraborty, MK Bhuyan, S Kumar - Proceedings of the Tenth Indian Conference on …, 2016
Cited by 5 Related articles All 2 versions",{},1-8,,"Proceedings of the Tenth Indian Conference on Computer Vision, Graphics and Image Processing",,,,,,
"Detection, tracking, and recognition of isolated multi-stroke gesticulated characters","Sunil Kumar, Manas Kamal Bhuyan, Biplab Ketan Chakraborty",2016/12/18,,,,,"Recently several multi-view learning-based methods have been proposed, and they are found to be more efficient in many real world applications. However, existing multi-view learning-based methods are not suitable for finding discriminative directions if the data is multi-modal. In such cases, Locality Preserving Projection (LPP) and/or Local Fisher Discriminant Analysis (LFDA) are found to be more appropriate to capture discriminative directions. Furthermore, existing methods show that imposing uncorrelated constraint onto the common space improves classification accuracy of the system. Hence inspired from the above findings, we propose an Un-correlated Multi-view Discriminant Locality Preserving Projection (UMvDLPP)-based approach. The proposed method searches a common uncorrelated discriminative space for multiple observable spaces. Moreover, the proposed method can also handle the …",5,"Uncorrelated multiview discriminant locality preserving projection analysis for multiview facial expression recognition
S Kumar, MK Bhuyan, BK Chakraborty - Proceedings of the Tenth Indian Conference on …, 2016
Cited by 5 Related articles","{'2018': 1, '2019': 1, '2020': 1, '2021': 1, '2022': 1}",1-8,,"Proceedings of the Tenth Indian Conference on Computer Vision, Graphics and Image Processing",,,,,,
